INVENTORY_ID,PRODUCT_ID,WAREHOUSE_ID,STOCK_LEVEL,RESTOCK_DATE,SUPPLIER_ID,STORAGE_CONDITION,INVENTORY_STATUS,LAST_AUDIT_DATE,REORDER_LEVEL,QUANTITY_IN_STOCK,RATING,SALES_VOLUME,WEIGHT,DISCOUNTS,SAFETY_STOCK,AVERAGE_MONTHLY_DEMAND,LAST_RESTOCK_DATE,NEXT_RESTOCK_DATE
17479,prod-00845,36,3494,2024-04-01,40,Ambient,in-stock,2024-05-25 14:56:40.710 Z,180,3494,"1,9547802799975200",9933,"45,68699196783040","20,940297736616300",401,260,2023-10-12,2024-06-12
17896,prod-00845,13,1296,2024-07-11,52,Temperature Controlled,in-stock,2024-07-25 14:56:40.714 Z,508,1296,"3,8227325559298000",1675,"29,79305889034350","12,451825497832300",189,11,2024-03-19,2024-09-27
18677,prod-00845,25,1976,2024-01-03,41,Frozen,backordered,2024-07-15 14:56:40.721 Z,178,1976,"1,4514039828043900",5773,"43,309634815814300","28,95464841497950",440,117,2023-11-28,2024-03-22
19548,prod-00845,50,304,2024-07-04,5,Ambient,in-stock,2024-03-23 14:56:40.734 Z,314,304,"2,449647375120710",7404,"15,867745015313800","10,62422571398280",272,204,2024-02-26,2024-08-14
13,prod-00741,8,594,2024-04-14,24,Frozen,backordered,2024-05-21 14:56:40.567 Z,889,594,"4,415825554764190",6914,"30,04636791985130","13,400076162396800",449,648,2023-12-11,2024-06-24
378,prod-00741,34,907,2024-02-28,92,Frozen,backordered,2024-03-17 14:56:40.569 Z,81,907,"4,791096244999990",1568,"6,464904356496080","13,160119861547100",268,389,2023-11-15,2024-04-25
2721,prod-00741,6,2828,2024-02-28,24,Frozen,backordered,2024-06-13 14:56:40.581 Z,421,2828,"4,7600725016485900",5828,"11,357215108668000","3,4978488223245100",303,848,2023-12-04,2024-04-13
2833,prod-00741,46,3738,2024-02-29,21,Frozen,in-stock,2024-04-14 14:56:40.582 Z,584,3738,"4,8908319117860400",7013,"41,29655371693770","14,78140071901520",350,959,2023-10-27,2024-05-26
4185,prod-00741,21,7,2024-01-29,63,Temperature Controlled,in-stock,2024-03-10 14:56:40.589 Z,813,7,"3,860945412867690",6183,"28,298886002865300","21,698549331529400",310,592,2023-11-05,2024-03-04
4774,prod-00741,46,2349,2024-02-19,23,Temperature Controlled,backordered,2024-03-02 14:56:40.593 Z,94,2349,"1,1793671774566500",4332,"39,00654995606830","27,361497342495900",54,488,2023-09-06,2024-05-13
5114,prod-00741,20,432,2024-06-14,8,Ambient,in-stock,2024-03-12 14:56:40.595 Z,977,432,"4,014651205568530",9065,"19,93303819851470","22,053152277375800",78,468,2024-04-02,2024-09-05
7559,prod-00741,39,3584,2024-03-12,61,Ambient,backordered,2024-07-12 14:56:40.620 Z,924,3584,"2,430514666575490",3177,"39,75263926892900","14,768382163827000",86,792,2023-12-19,2024-05-28
8470,prod-00741,19,234,2024-01-30,79,Ambient,backordered,2024-04-27 14:56:40.628 Z,277,234,"2,7513411506539000",9684,"42,70940902387520","23,408988741414600",36,998,2023-08-18,2024-03-17
8699,prod-00741,14,872,2024-04-06,69,Ambient,in-stock,2024-04-28 14:56:40.630 Z,112,872,"2,5236871023676900",4234,"18,73149443121790","27,73655698651990",209,149,2023-12-15,2024-05-22
9395,prod-00741,11,299,2024-12-03,65,Ambient,in-stock,2024-03-17 14:56:40.637 Z,422,299,"4,253820624650970",6869,"14,628611231974600","6,312294720735030",25,146,2024-07-05,2025-02-16
12868,prod-00741,8,2717,2024-04-22,47,Frozen,backordered,2024-03-26 14:56:40.663 Z,758,2717,"2,123874799252410",4931,"40,93233429057900","14,855231094457000",264,251,2024-03-22,2024-06-30
14065,prod-00741,28,4448,2024-07-29,15,Frozen,in-stock,2024-07-10 14:56:40.670 Z,800,4448,"1,5223661949608700",5921,"31,131410327680900","2,573034466824740",384,441,2024-04-18,2024-08-29
14797,prod-00741,43,4605,2024-04-07,11,Frozen,in-stock,2024-06-14 14:56:40.674 Z,813,4605,"2,0135518154214200",237,"37,35713606901080","18,875810625869900",465,100,2024-01-06,2024-07-04
15986,prod-00741,35,4052,2024-05-14,18,Temperature Controlled,backordered,2024-05-08 14:56:40.681 Z,609,4052,"1,2693251802665300",8211,"0,8332276958280340","27,780051639464600",327,275,2023-11-29,2024-07-20
17369,prod-00741,42,1497,2024-02-04,74,Ambient,backordered,2024-05-03 14:56:40.709 Z,846,1497,"4,373777543699200",2765,"25,47381386650220","24,279887268189300",253,589,2024-01-01,2024-03-26
17488,prod-00741,25,3090,2024-03-02,5,Temperature Controlled,in-stock,2024-04-02 14:56:40.710 Z,362,3090,"1,006944977517520",1209,"33,37721681971740","17,513058895278600",433,597,2023-11-08,2024-05-10
19428,prod-00741,27,1928,2024-07-23,24,Temperature Controlled,backordered,2024-04-16 14:56:40.733 Z,405,1928,"1,993904856744210",8721,"7,6913009395988200","26,862243162725200",446,761,2024-04-01,2024-09-02
19959,prod-00741,8,952,2024-12-29,77,Temperature Controlled,in-stock,2024-03-18 14:56:40.737 Z,194,952,"1,1489535888870500",1943,"5,146002220968340","2,8344155675438900",322,550,2024-10-27,2025-01-29
19997,prod-00741,17,3023,2024-04-14,20,Temperature Controlled,in-stock,2024-06-09 14:56:40.737 Z,457,3023,"1,7131907736906400",5430,"9,065341635153460","24,73955462398980",70,37,2023-11-25,2024-05-17
14,prod-00134,27,1134,2024-01-19,17,Ambient,in-stock,2024-04-22 14:56:40.567 Z,79,1134,"4,741807504482550",8324,"33,16559506273210","7,323194067416830",471,39,2023-10-25,2024-03-18
1434,prod-00134,13,95,2024-05-31,31,Ambient,backordered,2024-05-09 14:56:40.575 Z,587,95,"2,7998775288562500",5422,"45,68128672047910","5,93791062507642",330,257,2024-01-02,2024-07-26
5309,prod-00134,31,2101,2024-01-26,90,Temperature Controlled,backordered,2024-03-18 14:56:40.600 Z,306,2101,"2,2891844558125900",3201,"21,21780343003230","6,924351400497480",317,850,2023-09-14,2024-03-22
6389,prod-00134,18,450,2024-07-08,32,Temperature Controlled,in-stock,2024-06-01 14:56:40.609 Z,650,450,"2,1859574169866000",8323,"46,99879946992870","26,210370563611500",230,419,2024-05-01,2024-09-27
9459,prod-00134,50,1604,2024-01-24,90,Ambient,backordered,2024-05-24 14:56:40.637 Z,629,1604,"1,7634721637265500",7689,"40,27086894509090","22,819426861944200",122,329,2023-10-06,2024-02-27
11700,prod-00134,49,3218,2024-10-19,11,Temperature Controlled,backordered,2024-08-05 14:56:40.656 Z,562,3218,"4,0615652379216600",1833,"19,258717359816100","23,133648777122500",295,335,2024-07-18,2024-11-23
11738,prod-00134,40,1542,2024-07-22,80,Temperature Controlled,in-stock,2024-08-22 14:56:40.656 Z,458,1542,"1,4384988190619000",7499,"13,431763293350700","22,955876973024200",131,998,2024-02-12,2024-08-24
12039,prod-00134,33,2904,2024-07-28,88,Ambient,backordered,2024-08-20 14:56:40.658 Z,331,2904,"3,407269244181970",9631,"42,31839222128780","21,01544902983020",444,727,2024-06-20,2024-10-23
12672,prod-00134,48,4386,2024-04-14,15,Ambient,backordered,2024-05-15 14:56:40.662 Z,612,4386,"3,722440820775190",4654,"29,345269122784200","13,317431398819200",448,126,2023-11-24,2024-06-08
13556,prod-00134,44,4869,2024-09-21,56,Ambient,backordered,2024-04-26 14:56:40.667 Z,260,4869,"3,0482450185916500",5915,"32,99635286727020","1,6081205107216300",132,719,2024-08-06,2024-10-30
14160,prod-00134,13,4005,2024-05-27,41,Ambient,backordered,2024-03-21 14:56:40.670 Z,927,4005,"1,7790818298002700",9719,"18,661928241724600","15,710787505772100",95,956,2024-03-16,2024-07-10
15491,prod-00134,37,1897,2024-12-10,51,Ambient,in-stock,2024-06-15 14:56:40.678 Z,268,1897,"3,3206433348619900",6125,"32,97371014012280","7,055460375491340",375,680,2024-11-08,2025-01-28
16442,prod-00134,40,4562,2024-10-25,19,Temperature Controlled,backordered,2024-04-12 14:56:40.700 Z,934,4562,"2,0641361060857100",5017,"45,785195058656900","16,811346175156000",256,35,2024-08-02,2024-12-09
16705,prod-00134,42,3421,2024-10-29,80,Frozen,in-stock,2024-04-25 14:56:40.703 Z,627,3421,"3,5534863859772200",4941,"30,78694507979850","25,101274982964900",83,979,2024-07-21,2025-01-11
17358,prod-00134,1,4122,2024-06-22,31,Temperature Controlled,in-stock,2024-03-04 14:56:40.709 Z,797,4122,"3,181362710204360",9904,"9,411133123864040","17,891460820143200",418,824,2024-04-27,2024-09-10
17931,prod-00134,11,1738,2024-01-16,17,Ambient,backordered,2024-06-22 14:56:40.714 Z,235,1738,"2,77810099968465",9829,"45,15903098225850","28,608732500682500",398,324,2023-12-06,2024-03-23
18466,prod-00134,28,1005,2024-05-20,55,Temperature Controlled,in-stock,2024-06-06 14:56:40.719 Z,791,1005,"4,16128128539458",2546,"48,56760833196940","8,945823774544720",167,822,2024-01-08,2024-07-02
15,prod-00420,14,3524,2024-04-11,19,Temperature Controlled,backordered,2024-08-21 14:56:40.567 Z,835,3524,"4,612024389634090",2542,"35,98748114827970","21,46642596045760",296,289,2024-03-03,2024-07-08
599,prod-00420,21,4531,2024-08-06,62,Frozen,in-stock,2024-05-18 14:56:40.570 Z,889,4531,"1,7985355816342900",1699,"13,142858425617800","23,386670730042900",307,602,2024-02-15,2024-09-21
946,prod-00420,5,658,2024-11-28,81,Temperature Controlled,in-stock,2024-03-15 14:56:40.572 Z,615,658,"4,369390561467800",8028,"49,905783593530100","10,840538310989600",110,814,2024-10-12,2025-01-28
958,prod-00420,13,1547,2024-11-01,2,Ambient,in-stock,2024-04-20 14:56:40.572 Z,819,1547,"2,783416149695250",7370,"0,8042723234355340","13,7340927865711",28,817,2024-05-23,2025-01-04
1601,prod-00420,4,3385,2024-10-20,81,Frozen,backordered,2024-03-02 14:56:40.576 Z,677,3385,"2,319124924500240",9708,"30,78864991259060","26,310953103540100",25,290,2024-09-07,2024-12-27
3353,prod-00420,36,3388,2024-05-03,26,Ambient,in-stock,2024-06-02 14:56:40.584 Z,82,3388,"4,907677775233130",5374,"29,416394150949500","12,062074611865500",107,925,2023-12-17,2024-07-28
3439,prod-00420,33,3699,2024-04-11,3,Temperature Controlled,backordered,2024-04-17 14:56:40.585 Z,950,3699,"2,95035868146948",247,"47,958373716394000","21,236290212582300",274,941,2023-10-17,2024-05-26
5333,prod-00420,7,2937,2024-09-09,32,Temperature Controlled,in-stock,2024-07-12 14:56:40.600 Z,912,2937,"1,9827957344814900",9306,"14,754968511495900","23,208563910352500",32,188,2024-04-10,2024-10-16
6107,prod-00420,27,4294,2024-02-07,84,Ambient,backordered,2024-03-06 14:56:40.607 Z,189,4294,"1,6369635171915500",386,"30,19085876589950","25,16245696419130",148,962,2023-08-19,2024-04-03
6659,prod-00420,17,4350,2024-06-10,54,Frozen,in-stock,2024-05-17 14:56:40.612 Z,937,4350,"4,173109016960020",5757,"33,73979453211660","0,7021353617300670",90,555,2023-12-14,2024-07-21
6778,prod-00420,30,591,2024-10-22,39,Frozen,backordered,2024-08-02 14:56:40.613 Z,194,591,"3,1109480679208200",1338,"44,240348268067100","24,983925821964300",448,794,2024-07-09,2024-12-06
7235,prod-00420,40,3235,2024-05-14,11,Temperature Controlled,backordered,2024-05-07 14:56:40.617 Z,106,3235,"2,9459092867864400",6957,"7,567290879361250","5,915751382133350",228,984,2024-02-21,2024-07-10
11068,prod-00420,22,295,2024-10-21,37,Temperature Controlled,backordered,2024-08-01 14:56:40.652 Z,519,295,"3,0569298521431400",2437,"11,014487008051200","5,4808531272786100",208,432,2024-06-05,2024-12-23
13087,prod-00420,43,1609,2024-08-04,47,Temperature Controlled,backordered,2024-04-22 14:56:40.664 Z,909,1609,"3,681972125185630",8999,"37,64917599250020","7,012607940780610",445,460,2024-07-03,2024-09-22
13955,prod-00420,36,644,2024-07-10,36,Ambient,in-stock,2024-07-08 14:56:40.669 Z,261,644,"3,526332574114230",7007,"27,220058137025100","19,629791174436700",301,417,2024-05-19,2024-09-08
14907,prod-00420,42,3633,2024-04-07,52,Temperature Controlled,backordered,2024-03-27 14:56:40.675 Z,133,3633,"3,2110787946007500",6776,"23,425904647467900","8,962410706006970",236,621,2024-01-24,2024-05-28
15021,prod-00420,14,1814,2024-01-12,18,Frozen,in-stock,2024-04-04 14:56:40.675 Z,815,1814,"2,560201675810090",8020,"26,270157988190500","28,519301248637300",294,920,2023-08-08,2024-02-20
15907,prod-00420,17,1340,2024-11-14,71,Ambient,in-stock,2024-06-23 14:56:40.681 Z,161,1340,"3,799607070899800",7219,"27,06827806868130","12,525631310037800",441,562,2024-07-03,2024-12-26
16545,prod-00420,18,3633,2024-08-11,18,Ambient,backordered,2024-04-23 14:56:40.701 Z,660,3633,"4,332374570902690",8917,"22,891854979416700","13,843193765652400",234,521,2024-07-02,2024-10-20
16715,prod-00420,50,2363,2024-10-18,2,Ambient,backordered,2024-08-25 14:56:40.703 Z,389,2363,"3,1124197606804600",8662,"0,7541135178481400","18,655122277761600",295,341,2024-06-17,2025-01-13
18566,prod-00420,43,1080,2024-10-31,11,Temperature Controlled,in-stock,2024-06-03 14:56:40.720 Z,291,1080,"4,167755979919030",7964,"7,284397347633980","6,173981993446590",57,752,2024-07-11,2025-01-10
16,prod-00225,15,964,2024-12-03,97,Ambient,backordered,2024-05-11 14:56:40.567 Z,330,964,"3,253574640519880",8649,"45,50730181328380","26,126205437770300",494,110,2024-08-23,2025-02-01
645,prod-00225,4,3004,2024-07-25,15,Ambient,backordered,2024-08-16 14:56:40.571 Z,825,3004,"2,7611171204175800",8374,"34,563000390540000","15,485356648476900",78,284,2024-05-21,2024-09-20
1701,prod-00225,8,2463,2024-05-30,57,Ambient,in-stock,2024-05-10 14:56:40.576 Z,376,2463,"2,543237649167660",2407,"49,466916777404500","3,6477963800208000",22,164,2024-01-28,2024-07-24
4023,prod-00225,33,3034,2024-05-30,14,Temperature Controlled,backordered,2024-05-30 14:56:40.589 Z,422,3034,"3,441981795813770",106,"40,079569036143500","2,6720241837922600",131,586,2024-04-09,2024-07-14
4365,prod-00225,5,3334,2024-10-04,98,Frozen,in-stock,2024-04-18 14:56:40.590 Z,199,3334,"3,2415333635349600",8162,"4,78148322593397","17,378164799319600",228,183,2024-08-05,2024-12-03
6016,prod-00225,27,3447,2024-01-31,65,Frozen,in-stock,2024-07-10 14:56:40.606 Z,414,3447,"1,045903622444750",2551,"33,89421024339810","28,99279297632460",320,907,2023-08-16,2024-03-26
6543,prod-00225,32,3366,2024-09-10,55,Ambient,in-stock,2024-03-01 14:56:40.611 Z,73,3366,"2,392639178274660",3585,"26,19073068281650","6,370626590289870",403,22,2024-03-16,2024-10-26
8345,prod-00225,39,581,2024-09-28,70,Temperature Controlled,in-stock,2024-05-25 14:56:40.627 Z,420,581,"1,6447679884807900",7496,"26,43932342931490","27,959730733971100",104,805,2024-08-16,2024-12-05
8810,prod-00225,9,4809,2024-09-16,33,Frozen,backordered,2024-05-05 14:56:40.631 Z,897,4809,"3,7713251570639300",9698,"30,98727800989840","16,857694781735100",258,287,2024-05-06,2024-11-16
9812,prod-00225,25,268,2024-01-02,57,Ambient,in-stock,2024-06-21 14:56:40.641 Z,261,268,"3,2055305276069600",3444,"35,153452114616000","25,25376888759960",76,85,2023-08-27,2024-03-12
10567,prod-00225,49,1240,2024-08-01,53,Temperature Controlled,backordered,2024-05-26 14:56:40.648 Z,914,1240,"2,3637579703088000",4401,"19,3268897013078","22,000400452780900",159,53,2024-02-17,2024-09-30
10627,prod-00225,32,3971,2024-01-23,11,Temperature Controlled,in-stock,2024-04-14 14:56:40.648 Z,932,3971,"3,828935147157600",600,"40,09721694170460","17,660622714203800",37,274,2023-09-26,2024-03-24
11424,prod-00225,50,486,2024-07-22,24,Temperature Controlled,backordered,2024-08-26 14:56:40.654 Z,590,486,"1,1385873152947100",9238,"44,53621749689150","17,474473162559800",235,663,2024-05-19,2024-10-01
12233,prod-00225,27,2412,2024-01-14,21,Frozen,backordered,2024-06-25 14:56:40.659 Z,221,2412,"1,470650832808580",6845,"22,099179224731500","18,724019248697300",30,244,2023-11-11,2024-03-04
12399,prod-00225,23,3295,2024-08-18,43,Ambient,in-stock,2024-07-23 14:56:40.660 Z,292,3295,"2,293554958486840",6383,"4,212939866777670","23,520761709997900",490,765,2024-06-03,2024-09-25
13304,prod-00225,33,1575,2024-10-20,90,Frozen,in-stock,2024-07-05 14:56:40.665 Z,91,1575,"1,1930836731868400",833,"13,934676859724300","19,718421484818900",498,841,2024-07-30,2025-01-04
13672,prod-00225,29,1973,2024-08-29,48,Temperature Controlled,backordered,2024-06-19 14:56:40.667 Z,548,1973,"2,3678584987332200",3289,"44,0328575750047","2,1325530927376700",278,757,2024-04-01,2024-10-14
14593,prod-00225,20,1469,2024-09-25,49,Ambient,backordered,2024-08-13 14:56:40.673 Z,222,1469,"4,724903482981110",4032,"39,4030007950354","3,819670793986480",350,512,2024-04-08,2024-12-05
17809,prod-00225,43,1235,2024-06-20,80,Temperature Controlled,backordered,2024-06-24 14:56:40.713 Z,592,1235,"1,8767191897777800",1164,"16,352038300344000","25,216299701757300",147,731,2024-03-29,2024-08-20
18182,prod-00225,22,538,2024-11-18,34,Ambient,backordered,2024-08-14 14:56:40.717 Z,347,538,"2,641835678232050",795,"11,992385015499500","1,0232398613495100",446,579,2024-08-15,2024-12-21
19125,prod-00225,36,4432,2024-03-31,13,Temperature Controlled,in-stock,2024-05-29 14:56:40.725 Z,162,4432,"1,9570987993086500",7452,"37,12882195525230","6,419205402236270",404,555,2023-11-21,2024-06-15
17,prod-00740,46,93,2024-10-15,42,Frozen,in-stock,2024-04-19 14:56:40.567 Z,424,93,"2,533723465157400",7363,"42,631636285352200","29,781581302662200",37,449,2024-05-15,2024-12-24
2243,prod-00740,7,1390,2024-10-14,87,Frozen,backordered,2024-06-15 14:56:40.579 Z,852,1390,"3,6808960796047300",2221,"13,586454184271400","7,367820125578310",275,466,2024-06-22,2024-11-14
2523,prod-00740,32,822,2024-09-02,5,Temperature Controlled,in-stock,2024-05-13 14:56:40.580 Z,739,822,"2,9523957230971900",2663,"11,04858279590130","17,33493208963210",156,472,2024-05-11,2024-11-09
2912,prod-00740,45,374,2024-08-10,23,Frozen,backordered,2024-07-12 14:56:40.582 Z,549,374,"3,3312122494234000",369,"17,581908624729600","29,9466024998031",164,804,2024-05-31,2024-10-02
3305,prod-00740,39,1393,2024-09-27,93,Temperature Controlled,in-stock,2024-04-29 14:56:40.584 Z,920,1393,"1,9294033975663000",7113,"16,76685934181630","17,331325394087300",487,693,2024-06-03,2024-11-11
3568,prod-00740,36,38,2024-01-21,88,Ambient,in-stock,2024-07-09 14:56:40.585 Z,497,38,"2,0492814512976600",1613,"41,60659557126450","10,449711106312800",448,718,2023-09-17,2024-03-25
5345,prod-00740,25,388,2024-11-21,92,Ambient,in-stock,2024-05-31 14:56:40.600 Z,936,388,"4,073750362439660",8140,"33,857749731207000","11,414801067484000",385,235,2024-07-14,2025-01-16
5433,prod-00740,29,655,2024-09-10,47,Ambient,in-stock,2024-08-10 14:56:40.601 Z,766,655,"1,4137923316738200",3259,"47,09376295537590","9,701937943843750",163,666,2024-06-02,2024-11-17
7652,prod-00740,37,333,2024-02-18,86,Ambient,in-stock,2024-08-04 14:56:40.621 Z,836,333,"4,444155138005160",8824,"12,075748031760600","26,17782112080480",48,223,2023-09-03,2024-05-10
8297,prod-00740,47,3196,2024-01-25,75,Temperature Controlled,backordered,2024-03-26 14:56:40.627 Z,274,3196,"3,34929120641823",2386,"35,91715076253090","21,7803722808448",202,303,2023-10-02,2024-03-19
8324,prod-00740,50,4339,2024-05-09,7,Temperature Controlled,backordered,2024-07-29 14:56:40.627 Z,194,4339,"1,8806317124255900",7525,"5,043477068067070","11,309260676278000",398,305,2024-02-21,2024-07-18
9926,prod-00740,7,3318,2024-03-12,4,Ambient,in-stock,2024-08-18 14:56:40.642 Z,662,3318,"4,214913719526490",3526,"8,379636825500830","1,1116303011547700",242,17,2024-02-01,2024-05-25
11652,prod-00740,38,4883,2024-08-10,62,Ambient,backordered,2024-07-29 14:56:40.656 Z,598,4883,"2,8126979857632300",3372,"12,472254017011400","9,85110578230832",288,489,2024-03-20,2024-10-24
11740,prod-00740,41,2331,2024-06-04,28,Frozen,in-stock,2024-03-22 14:56:40.656 Z,731,2331,"1,1128179720583700",8383,"16,399953238940700","5,915031070616010",72,741,2024-05-05,2024-07-22
12712,prod-00740,29,4273,2024-12-13,30,Ambient,backordered,2024-03-16 14:56:40.662 Z,546,4273,"1,1179697440938500",1952,"34,66503880482370","26,48710698766920",49,322,2024-10-27,2025-02-03
13144,prod-00740,9,2583,2024-05-11,10,Temperature Controlled,in-stock,2024-08-17 14:56:40.665 Z,509,2583,"3,867764038250020",7612,"25,741204104741200","29,764285615891200",107,30,2024-03-18,2024-08-01
13290,prod-00740,25,4623,2024-08-07,35,Frozen,in-stock,2024-05-24 14:56:40.665 Z,594,4623,"2,9311214834676300",9370,"28,16466662387380","4,495649826071880",410,613,2024-02-19,2024-10-29
13486,prod-00740,7,1367,2024-11-16,44,Frozen,backordered,2024-05-15 14:56:40.666 Z,161,1367,"2,177085022351230",8785,"22,215131731813200","29,680056182209800",448,385,2024-08-25,2025-02-11
14137,prod-00740,11,1734,2024-03-11,17,Ambient,in-stock,2024-06-15 14:56:40.670 Z,332,1734,"1,1415051938385800",5869,"45,53286299854250","14,48872984867820",76,662,2023-11-21,2024-05-12
14170,prod-00740,16,4707,2024-03-03,10,Temperature Controlled,backordered,2024-04-08 14:56:40.670 Z,339,4707,"3,4721821586455200",5469,"22,833810716372700","21,615950621923100",258,143,2023-10-08,2024-05-12
15633,prod-00740,41,2934,2024-06-20,53,Ambient,in-stock,2024-03-03 14:56:40.679 Z,124,2934,"2,8705323878249100",4798,"44,251351025953100","27,810694871910900",466,456,2024-02-11,2024-08-06
17014,prod-00740,21,3353,2024-07-11,2,Frozen,in-stock,2024-08-03 14:56:40.706 Z,754,3353,"4,791657347685080",7285,"29,667777694324000","9,208086234007180",458,969,2024-02-10,2024-09-08
19214,prod-00740,46,4156,2024-12-22,87,Temperature Controlled,backordered,2024-08-08 14:56:40.732 Z,369,4156,"3,509956870178560",760,"11,30068364880880","25,805777691891000",24,980,2024-09-17,2025-02-21
19535,prod-00740,33,3014,2024-12-24,39,Frozen,in-stock,2024-07-18 14:56:40.734 Z,493,3014,"3,9203701361578300",8702,"37,69050106958950","2,4919733019986600",144,623,2024-07-02,2025-02-03
18,prod-00929,1,2676,2024-11-05,23,Temperature Controlled,backordered,2024-04-05 14:56:40.567 Z,945,2676,"4,773807346669160",7663,"13,742549641758300","10,506146611605400",65,991,2024-08-11,2024-12-15
821,prod-00929,4,1471,2024-09-04,33,Ambient,in-stock,2024-05-09 14:56:40.572 Z,725,1471,"2,025449324667280",4675,"46,36462234776260","21,62107669731830",261,503,2024-03-10,2024-11-20
1086,prod-00929,27,760,2024-02-08,65,Frozen,backordered,2024-07-25 14:56:40.573 Z,626,760,"3,5222299990405400",9512,"37,800137200607500","3,6848463038548900",146,150,2023-11-30,2024-04-26
1192,prod-00929,39,3215,2024-11-01,58,Temperature Controlled,backordered,2024-03-22 14:56:40.574 Z,430,3215,"2,0077189077437300",4929,"15,816862538424300","8,858502864160310",281,668,2024-05-06,2024-12-27
2096,prod-00929,4,21,2024-07-24,56,Ambient,backordered,2024-03-29 14:56:40.578 Z,908,21,"1,3212420592700500",9968,"45,32746553361110","23,347096235045500",147,278,2024-05-31,2024-10-01
2747,prod-00929,39,4691,2024-01-07,71,Temperature Controlled,backordered,2024-04-08 14:56:40.581 Z,446,4691,"2,3751995101166800",9947,"45,99071555413760","26,425756554570600",275,278,2023-09-13,2024-02-07
2877,prod-00929,46,2792,2024-10-17,94,Ambient,backordered,2024-05-05 14:56:40.582 Z,629,2792,"2,0410807598573700",2114,"35,33189414428770","0,38460793621677500",229,991,2024-08-22,2024-11-20
3162,prod-00929,6,3023,2024-09-30,1,Ambient,in-stock,2024-07-11 14:56:40.584 Z,775,3023,"4,003962091757940",5748,"31,228882647832100","20,51667586982830",284,137,2024-08-07,2024-11-30
3394,prod-00929,21,2556,2024-06-14,59,Frozen,in-stock,2024-07-31 14:56:40.585 Z,750,2556,"1,6265631350334700",5242,"1,038832148924700","25,81808510696850",354,412,2024-02-11,2024-09-06
4839,prod-00929,36,1799,2024-12-20,4,Ambient,backordered,2024-08-02 14:56:40.593 Z,683,1799,"2,917422550580720",1860,"23,2768102409906","17,603866104147100",184,506,2024-07-18,2025-03-19
4901,prod-00929,50,3400,2024-02-17,23,Ambient,in-stock,2024-04-14 14:56:40.593 Z,539,3400,"2,133186204924190",1390,"16,73019851115770","7,9496117133610300",135,570,2023-12-22,2024-04-09
5277,prod-00929,35,3507,2024-06-11,84,Ambient,backordered,2024-03-14 14:56:40.595 Z,330,3507,"1,04277369524032",3933,"24,214014080928500","29,950658189831300",247,129,2024-05-05,2024-07-11
5578,prod-00929,44,3217,2024-02-05,80,Frozen,backordered,2024-04-21 14:56:40.602 Z,339,3217,"2,194562781054260",3995,"11,109591000500700","0,2016215827603410",282,954,2023-10-16,2024-04-04
5746,prod-00929,31,3056,2024-11-12,66,Frozen,in-stock,2024-03-09 14:56:40.604 Z,849,3056,"2,6769654789794700",9303,"11,715473411392800","6,747591013002810",338,222,2024-07-10,2025-01-08
5873,prod-00929,22,4263,2024-11-15,23,Temperature Controlled,backordered,2024-04-07 14:56:40.605 Z,263,4263,"1,7662136638796300",295,"31,567967548704300","3,2030772166859300",443,382,2024-08-31,2025-01-19
6314,prod-00929,33,1615,2024-06-08,16,Frozen,in-stock,2024-05-13 14:56:40.609 Z,182,1615,"1,0068589679191300",2511,"47,723920033542800","1,9632480980566600",76,742,2024-02-03,2024-07-27
6379,prod-00929,45,1463,2024-05-05,88,Ambient,in-stock,2024-03-17 14:56:40.609 Z,804,1463,"2,5738258626212000",8383,"18,4365035320228","6,890105398104560",133,94,2024-03-02,2024-06-22
7078,prod-00929,50,1424,2024-05-23,90,Ambient,backordered,2024-04-21 14:56:40.616 Z,451,1424,"1,0653413985356700",5330,"49,6512559108807","25,13417425309080",72,615,2024-01-20,2024-07-14
7441,prod-00929,8,1992,2024-11-01,51,Temperature Controlled,in-stock,2024-05-12 14:56:40.619 Z,463,1992,"1,61297571632878",5594,"17,445618128083300","9,804305213819850",268,306,2024-06-17,2024-12-23
7478,prod-00929,50,2647,2024-05-26,87,Frozen,in-stock,2024-03-20 14:56:40.620 Z,514,2647,"3,6555798435008200",6380,"29,79590865101160","5,684578646063740",464,948,2024-02-01,2024-08-10
7806,prod-00929,15,1165,2024-01-26,73,Temperature Controlled,backordered,2024-07-10 14:56:40.622 Z,715,1165,"3,536334091718110",4529,"17,289048446363200","16,192907319481000",471,387,2023-11-12,2024-04-10
7850,prod-00929,27,20,2024-11-25,64,Frozen,in-stock,2024-03-05 14:56:40.623 Z,507,20,"3,5577595082462100",9778,"2,216884698962540","18,300701207460800",84,35,2024-07-03,2025-01-25
8497,prod-00929,40,724,2024-02-04,33,Frozen,in-stock,2024-07-10 14:56:40.629 Z,274,724,"4,813181425703080",5233,"13,087522518912000","28,25872988301880",370,832,2023-08-18,2024-03-11
10575,prod-00929,1,1321,2024-06-27,31,Ambient,in-stock,2024-03-14 14:56:40.648 Z,86,1321,"3,2705562307392900",5331,"14,231524049652700","28,983648942530100",487,104,2024-04-10,2024-09-07
11704,prod-00929,18,4457,2024-08-12,1,Ambient,backordered,2024-07-25 14:56:40.656 Z,979,4457,"1,8226972315623000",7450,"15,841729178688800","7,125135852352850",266,241,2024-04-16,2024-10-16
