SEARCH_EVENT_ID,TIMESTAMP,COLLECTOR_TSTAMP,APP_ID,HAS_QV,HAS_PDP,HAS_ATC,HAS_PURCHASE,IMPRESSIONS_WITH_ATTRIBUTIONS,CART_ID,SESSION_ID,SEARCH_REQUEST_ID,SEARCH_RESULTS_COUNT,SEARCH_TERMS,SEARCH_FEATURE,SEARCH_TERMS_TYPE,SEARCH_TYPE,AES_HASH,DATE_LAST_LOGIN,DATE_LAST_PURCHASE,GROCERY_HOME_STORE_ID,LIFETIME_OFFLINE_ORDERS_COUNT,LIFETIME_ONLINE_ORDERS_COUNT,LOGIN_STATUS,USER_ID,REGISTRATION_STATUS,RX_HOME_STORE_ID,SHA256_HASH,BANNER,AUTO_LOCALIZED_STORE_ID,FULFILLMENT_TYPE,SELECTED_STORE_ID,SELECTED_TIMESLOT_DATE,SELECTED_TIMESLOT_TIME,SELECTED_TIMESLOT_TYPE,SHOPPING_MODE,DEVICE_CLASS,BR_VIEWWIDTH,BR_VIEWHEIGHT,DVCE_SCREENWIDTH,DVCE_SCREENHEIGHT,DOC_WIDTH,DOC_HEIGHT,MKT_MEDIUM,MKT_SOURCE,MKT_CONTENT,MKT_CAMPAIGN,BR_LANG,PAGE_LANGUAGE,GEO_COUNTRY,GEO_REGION,GEO_CITY,GEO_ZIPCODE,GEO_LATITUDE,GEO_LONGITUDE,GEO_TIMEZONE,SEARCH_MODEL,PRODUCT_ID
38f2cc7b-1d46-45c8-b8cc-f288a0e3eb04,2024-08-09 20:24:13.000 Z,2024-09-09 11:44:07.053 Z,ios-prod,false,false,true,true,"[
  {
    ""product_id"": ""prod-02721"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""4731311e-a1d2-4097-bcf5-1c33252c6e01"",
    ""purchase_event_id"": ""29b8737f-b5bc-4c8d-9cf4-bded98f29a9d""
  }
]",bda82ed3-eede-4367-b10f-e6b388d69469,b4ff1275-7b6d-4458-ab24-c55d7a54e11b,0a2f26d8-8042-481d-b9f9-47ea5063afe0,129,Puff pastry,organic,type-ahead,product,,,2024-07-31,,222.0,334.0,not-logged-in,d69167ce-7962-4c84-88dc-4d7b685c5fca,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,maxi,,pickup,329.0,2024-07-25,13:30 - 14:00,,pcx-mode,Desktop,2360.0,2388.0,960,1640,1180.0,4838.0,,,,,en-CA,en,GB,MB,Lincoln,M9R,45.5304,-79.9143,America/Edmonton,Model B,prod-02721
15e3aa44-d2c8-4af1-a375-ec0dedbf1d0a,2024-08-04 08:47:30.000 Z,2024-09-09 01:18:14.280 Z,ios-prod,false,true,true,false,"[
  {
    ""product_id"": ""prod-06301"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""edb25623-1fd1-46f3-bc5f-7d05c048b961"",
    ""atc_event_id"": ""10788811-34d9-409d-bdbe-ecf5108d8c03"",
    ""purchase_event_id"": null
  }
]",91f5517c-b429-4e50-bb9e-a1b81130fcca,527dcb85-8bc2-4da5-b6c2-2c68f671df63,4b977fb7-0652-49d0-968a-6fc0de7a74eb,35,Lactose free ice cream,multi-search,manual-search,product,,,2024-07-31,,222.0,334.0,not-logged-in,b46c3d9d-1e63-4903-a4d0-3ab398f8bb56,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,provigo,,pickup,743.0,2024-07-19,14:30 - 15:00,,pcx-mode,Mobile,1668.0,1136.0,2224,2388,1423.0,4838.0,,,,,en-CA,fr,GB,NS,Hamilton,G9A,43.8483,-123.1976,America/Chicago,Model B,prod-06301
63980de4-e5fd-4b73-83b9-369951b9ce10,2024-08-09 20:24:13.000 Z,2024-09-09 10:27:28.591 Z,ios-prod,false,true,false,true,"[
  {
    ""product_id"": ""prod-04438"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""3b2035a4-c993-4a29-80aa-36096c8da7ce"",
    ""atc_event_id"": null,
    ""purchase_event_id"": ""3646d5ed-1fab-4cb9-929d-6a183d958257""
  }
]",f3ce9c47-5f25-462d-b21c-54d6db49f140,95d6051e-a47e-416f-8994-086a7ba8b53a,6b5e3dfc-5a1b-434e-ab28-8f447af8e403,37,Basse,alternate,type-ahead,product,,,2024-07-31,,222.0,334.0,logged_in,f9d90d3e-ddd5-4f91-8006-aa2f8ab23f87,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,loblaw,,delivery,78.0,2024-07-21,11:00 - 11:30,,pcx-mode,Desktop,1440.0,713.0,2048,2732,1180.0,4838.0,,,,,en,fr,GB,QC,Hanover,N5R,49.8637,-79.4141,America/St_Johns,Model C,prod-04438
ead64990-1dd9-4a54-b0a1-da913740d919,2024-02-26 23:59:22.000 Z,2024-09-09 11:44:07.053 Z,ios-prod,false,false,false,true,"[
  {
    ""product_id"": ""prod-10119"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": ""64d514a6-2c5e-44f3-bfd1-98aba1f6facf""
  }
]",8deaed6c-de1c-4554-89ea-9958a74e2af1_1722430565110,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,2d4abbdf-8b6a-4cba-95e2-b49bbf46cd14,84,Refried,organic,manual-search,product,,,2024-07-31,,222.0,334.0,logged-in,f2abdae3-4836-46cf-806b-53f32f1ac72f,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,rass,,courier,1035.0,2024-07-23,10:30 - 11:00,,pcx-mode,Mobile,2224.0,2360.0,960,2266,1180.0,4838.0,,,,,en,fr,GB,BC,Hanover,J0J,43.6319,-79.3349,America/Moncton,Model A,prod-10119
0d284a80-eb01-45ea-b286-693fef000cc0,2024-03-31 22:11:50.000 Z,2024-09-09 22:29:57.541 Z,android-prod,false,true,true,true,"[
  {
    ""product_id"": ""prod-12373"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""a281bc2d-4b91-4d67-931a-09597966c6f5"",
    ""atc_event_id"": ""0cf8c8fe-934e-4782-b89b-f0c6d083439d"",
    ""purchase_event_id"": ""d3fddee2-e16a-43dd-a4bd-7e149153d5a7""
  }
]",f3ce9c47-5f25-462d-b21c-54d6db49f140,6e3f5524-3be4-4546-b1b3-a278a91b924b,864e15f3-807f-43e4-acc6-781387cd40fc,31,Water,alternate,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,not-logged-in,e88a2998-3a47-4a43-ade5-d1532ae2dda9,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,fortinos,,pickup,1557.0,2024-08-01,12:30 - 13:30,,pcx-mode,Desktop,1640.0,2224.0,1080,1536,1423.0,4838.0,,,,,en-US,en,US,QC,Georgetown,J0J,43.4740,-113.4684,America/Winnipeg,Model C,prod-12373
c5bdd584-5f40-4240-befc-5b545ba6a9a8,2024-06-11 05:05:59.000 Z,2024-09-09 21:21:35.681 Z,android-prod,false,false,false,false,"[
  {
    ""product_id"": ""prod-16536"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",80811b28-1b3d-486d-87ee-ab53633eeb86,826945ee-b0e2-4197-9c81-2e9d6cd84daf,9807971c-ad07-4770-927f-211241ed29ba,766,Sunflower seeds,organic,type-ahead,product,,,2024-07-31,,222.0,334.0,logged-in,dc654bf1-e854-4c39-a4ba-1fb2d535606a,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,independent,,pickup,467.0,2024-08-05,09:30 - 10:30,,pcx-mode,Desktop,1440.0,2360.0,1080,2224,1423.0,713.0,,,,,en-US,en,GB,NB,Bracebridge,H9R,49.2666,-54.0489,America/Vancouver,Model C,prod-16536
c7ae6316-e694-4de6-9306-0e2bac2e1555,2024-03-20 07:26:01.000 Z,2024-09-09 11:01:45.638 Z,android-prod,false,true,false,true,"[
  {
    ""product_id"": ""prod-18535"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""5ef8272d-5ff5-4a8a-b9f4-7bf086f28e4f"",
    ""atc_event_id"": null,
    ""purchase_event_id"": ""5671f07c-6b31-4cd6-9c53-25d495d1a2cf""
  }
]",6e96598b-6117-4be8-8667-6c5940a82959,c2f8e10b-399e-4421-8e29-862253137b09,736c73cd-7eb8-4214-b1f9-cde4bfcfbd0f,2,pure raspberry jam,multi-search,type-ahead,product,,,2024-07-31,,222.0,334.0,logged-in,dd9161e6-40fc-42c7-9548-07fc266dc9c3,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,independent,,courier,7573.0,2024-07-05,13:00 - 13:30,,pcx-mode,Mobile,1640.0,1668.0,1668,2360,1423.0,4838.0,,,,,English,en,CA,QC,Richmond Hill,N3C,45.4404,-79.3400,America/Edmonton,Model C,prod-18535
791752a1-2f02-4369-ad46-fb2b68ed2ddb,2024-02-21 07:38:53.000 Z,2024-09-09 05:17:07.720 Z,web-prod,false,false,true,true,"[
  {
    ""product_id"": ""prod-19313"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""5edd4876-bbc3-47c1-a06d-966949cd4445"",
    ""purchase_event_id"": ""d36ffa3d-fb8f-438c-8a5c-bbd02b550e97""
  }
]",9cdb3404-602e-41b6-ba3d-f57efae79883,9af1fa22-5911-4a14-9e6a-0cc49cb5b8b1,63d4152d-6353-4c30-a3fe-d57ddd39e642,368,Lactose free ice cream,alternate,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,not-logged-in,038191cd-a78d-4e19-aaf8-444879effc7f,unknown,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,valumart,,pickup,389.0,2024-06-27,14:00 - 15:00,,pcx-mode,Desktop,1640.0,2532.0,960,1136,1180.0,713.0,,,,,fr-CA,fr,GB,NL,Wasaga Beach,V6R,51.1391,-80.2862,America/Moncton,Model C,prod-19313
718d7945-0fc0-42dd-a3fd-070ca10a6ea8,2024-07-12 04:38:39.000 Z,2024-09-09 20:46:24.634 Z,web-prod,false,false,true,false,"[
  {
    ""product_id"": ""prod-03962"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""4571476b-5362-4eed-994f-57dfea79ca58"",
    ""purchase_event_id"": null
  }
]",91f5517c-b429-4e50-bb9e-a1b81130fcca,2923eeff-3e11-4843-a4e4-471022aba5a3,08a80ac9-d7bd-4ade-92ba-dca41bf48a70,9,Puff pastry,organic,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,not-logged-in,a666741c-93ab-4ff8-98ba-231e55ff1765,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,valumart,,pickup,1511.0,2024-07-31,09:00 - 09:30,,pcx-mode,Desktop,1180.0,2266.0,1440,1180,1423.0,713.0,,,,,English,en,CA,QC,Pointe-Claire,M5T,44.6564,-113.5785,Europe/London,Model F,prod-03962
1a4b3ed0-3bdd-41e7-8dc9-a195aa140c3c,2024-08-28 19:37:16.000 Z,2024-09-09 17:26:38.801 Z,android-prod,false,false,true,false,"[
  {
    ""product_id"": ""prod-12241"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""cd8b95ca-b43d-4e5f-a5e4-85ac9eee8ef8"",
    ""purchase_event_id"": null
  }
]",9ef1a580-79b9-4171-b0c7-4d1e879a1f78,7e058c6a-7d5a-42b0-85ce-4ae6b37804b7,fd13ae82-aa2a-47fe-92d3-cb4d535d00f2,89,Strip loin,alternate,manual-search,product,,,2024-07-31,,222.0,334.0,logged_in,4f3e9c92-7e8a-4524-96b2-ff87a0c36553,unknown,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,nofrills,,delivery,552.0,2024-07-30,09:00 - 09:30,,pcx-mode,Desktop,640.0,2048.0,1488,2079,1423.0,4838.0,,,,,en-GB,en,CA,MB,Vancouver,N7L,49.8637,-79.6538,America/Vancouver,Model F,prod-12241
ae28c59c-77c3-4833-b767-74e92be664bf,2024-08-24 09:47:38.000 Z,2024-09-09 16:50:49.575 Z,ios-prod,false,true,false,false,"[
  {
    ""product_id"": ""prod-07152"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""5d481864-22bd-495d-981d-ee4e45b94cfd"",
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",c5acb622-f856-497e-ab5e-f11caa0da560,d4b40381-e108-4062-96d5-17fd50007695,0275800d-6ff2-4c82-9a9b-57fb6d6e5b5c,368,Lait en poudre,organic,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,not-logged-in,0e215bba-687d-4e9e-851b-f6136b58f0ce,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,zehrs,,delivery,7164.0,2024-07-31,09:00 - 09:30,,pcx-mode,Mobile,960.0,2266.0,2360,2048,1423.0,713.0,,,,,en-US,fr,CA,ON,St. Marys,T2Y,43.6514,-79.3349,America/Edmonton,Model D,prod-07152
e48aa33f-47cb-4372-b7ec-c94e095b966a,2024-02-21 07:38:53.000 Z,2024-09-09 03:45:59.492 Z,android-prod,false,false,true,false,"[
  {
    ""product_id"": ""prod-14676"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""dcb66c8c-a898-4018-b49a-e67e633b21aa"",
    ""purchase_event_id"": null
  }
]",6360813f-2e21-4c25-8233-3af018dc5142,f185e24e-c661-4bfe-b8c2-9f3ecc4d7203,7ea087c7-019f-4e97-a232-5cdf85c00f95,884,Yogurt,alternate,type-ahead,product,,,2024-07-31,,222.0,334.0,not-logged-in,748b9df2-48ba-407e-85aa-c4b562262bf0,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,provigo,,courier,476.0,2024-07-27,14:00 - 15:00,,pcx-mode,Mobile,2048.0,2266.0,2048,2400,1423.0,4838.0,,,,,English,fr,CA,ON,St. Catharines,T4R,46.9464,-65.9381,America/St_Johns,Model D,prod-14676
2bf3f433-9024-4302-8c37-11fe766a6c6d,2024-03-18 12:01:01.000 Z,2024-09-09 04:17:56.253 Z,web-prod,false,false,true,true,"[
  {
    ""product_id"": ""prod-10481"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""47f1dedd-5646-46e2-bbc6-11fafaf9166d"",
    ""purchase_event_id"": ""e3d0aeab-2920-4907-a28c-f721103ecca0""
  }
]",fed0ae30-7ae2-484f-af69-58639950a791,35e7e0bf-0db4-4617-992b-76a7fe8073e5,9a529cf2-59cf-4e65-94b1-f5b5dbab15f7,164,"cheddar cheese bagel, 6 pack",multi-search,manual-search,product,,,2024-07-31,,222.0,334.0,not-logged-in,301bd1af-5f09-4d9b-ba53-99e8c84de3f1,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,loblaw,,pickup,4559.0,2024-06-27,13:00 - 14:00,,pcx-mode,Desktop,1170.0,2360.0,640,960,1180.0,4838.0,,,,,en-US,en,CA,ON,Burlington,M5T,43.0129,-63.6002,America/St_Johns,Model A,prod-10481
ac630483-221b-4b42-9cad-d3da287ebede,2024-04-30 19:52:58.000 Z,2024-09-09 21:17:49.338 Z,ios-prod,false,false,true,false,"[
  {
    ""product_id"": ""prod-12538"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""ecaf2864-710f-4842-85d9-a93a1f33cca5"",
    ""purchase_event_id"": null
  }
]",a858a2c9-4135-4159-8452-948064781866_1722176173289,9c311dca-ded2-41ed-9706-9f4910ac92ae,c6812f47-54bf-4fb3-b7ef-6a8c9fc2f9f0,32,Pancake syrup,alternate,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,logged_in,143fb265-97ed-496a-8b08-c185324a7624,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,dominion,,pickup,389.0,2024-08-06,10:30 - 11:00,,pcx-mode,Desktop,2048.0,2079.0,2388,2224,1423.0,713.0,,,,,English,fr,US,ON,Saint-Bruno-de-Montarville,T6W,44.2492,-97.8220,America/Winnipeg,Model A,prod-12538
840c60cf-0dc6-4a0d-b3ff-09e7baf89e10,2024-07-17 17:35:57.000 Z,2024-09-09 15:00:22.716 Z,web-prod,false,true,true,true,"[
  {
    ""product_id"": ""prod-13777"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""445dfe8f-a050-4f52-b71a-d754b446aeff"",
    ""atc_event_id"": ""a6fa7416-2316-4b33-8689-0186ba4bf55c"",
    ""purchase_event_id"": ""7509644e-d249-45f8-a69c-8ff2e9f432de""
  }
]",f2f2a59a-33a6-4c40-bd2e-fa7f524fc262_1721513043128,f6724633-cfbc-441a-a5fa-5a9676df474b,5f222b97-b8d5-4b0f-8a69-8d93318bd0a1,5,Iogo,alternate,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,logged_in,f0cd262f-f351-4ba8-b2c9-e01fbc266ed9,unknown,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,nofrills,,courier,7154.0,2024-08-06,17:00 - 17:30,,pcx-mode,Desktop,1620.0,2224.0,960,2266,1423.0,713.0,,,,,en,en,US,NL,Laval,N4X,45.2722,-97.8220,America/Winnipeg,Model B,prod-13777
3cc6ac2f-2e80-448a-b87d-a7516cea0008,2024-07-12 04:38:39.000 Z,2024-09-09 12:45:42.018 Z,web-prod,false,false,false,false,"[
  {
    ""product_id"": ""prod-06589"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",07dc90e5-3c3f-41cf-8315-58a8a07d5209_1722463545830,2923eeff-3e11-4843-a4e4-471022aba5a3,48ca3a74-a27e-4956-85e9-d4f10ffca05e,40,linguine,organic,manual-search,product,,,2024-07-31,,222.0,334.0,logged-in,a666741c-93ab-4ff8-98ba-231e55ff1765,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,independent,,delivery,1516.0,2024-07-05,13:00 - 14:00,,pcx-mode,Desktop,1640.0,2079.0,1488,2778,1423.0,4838.0,,,,,English,en,CA,QC,Pointe-Claire,M5T,44.6564,-113.5785,Europe/London,Model E,prod-06589
4a6ef74a-f2a7-45be-9556-0f2551aaec6d,2024-03-04 20:53:46.000 Z,2024-09-09 17:02:50.385 Z,android-prod,false,true,true,false,"[
  {
    ""product_id"": ""prod-10268"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""365bbb7e-aaed-4eec-b6a5-a69c0d271f88"",
    ""atc_event_id"": ""5693e161-dcfd-4456-afe7-81e72912f7a5"",
    ""purchase_event_id"": null
  }
]",a1f5db51-994f-4b5a-84f5-27d3a4481943,ad402f77-9620-403c-8d1f-b6b7f2c09dfa,08a80ac9-d7bd-4ade-92ba-dca41bf48a70,19,Oil,alternate,type-ahead,product,,,2024-07-31,,222.0,334.0,logged-in,4f238c3a-8c8c-4da3-8df5-f0505091011a,unknown,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,zehrs,,delivery,1517.0,2024-06-27,09:00 - 09:30,,pcx-mode,Desktop,1284.0,2048.0,1080,1136,1423.0,4838.0,,,,,en-CA,en,US,BKM,Beloeil,R3M,47.1942,-79.9143,America/Chicago,Model A,prod-10268
1c87e08e-6591-4e16-9e83-c7e29f9ea964,2024-02-21 07:38:53.000 Z,2024-09-09 23:44:08.931 Z,ios-prod,false,false,false,false,"[
  {
    ""product_id"": ""prod-14593"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",f3ce9c47-5f25-462d-b21c-54d6db49f140,4dcf6735-b387-418e-b382-a0fc0047abdb,ad33b46f-4e85-449e-9c1f-bbe8538199c8,85,Eggs,alternate,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,logged-in,5380058f-5f15-45ea-b03e-4bf9530906c3,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,fortinos,,courier,1566.0,2024-08-03,17:00 - 17:30,,pcx-mode,Desktop,1640.0,2048.0,1440,2079,1180.0,4838.0,,,,,en-CA,en,CA,ON,Markham,H2J,45.2701,-79.4420,America/Toronto,Model D,prod-14593
109f8b91-fca0-4431-ac42-0157255db1d7,2024-08-09 20:24:13.000 Z,2024-09-09 13:47:51.007 Z,ios-prod,false,false,false,true,"[
  {
    ""product_id"": ""prod-15751"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": ""dcbc3531-a8ba-4aba-b6b5-b1dbd77fbfee""
  }
]",9ef1a580-79b9-4171-b0c7-4d1e879a1f78,95d6051e-a47e-416f-8994-086a7ba8b53a,9807971c-ad07-4770-927f-211241ed29ba,5233,Seaweed,multi-search,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,logged-in,f9d90d3e-ddd5-4f91-8006-aa2f8ab23f87,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,dominion,,delivery,7975.0,2024-07-31,10:30 - 11:00,,pcx-mode,Desktop,2732.0,1668.0,2360,1136,1180.0,713.0,,,,,en,fr,GB,QC,Hanover,N5R,49.8637,-79.4141,America/St_Johns,Model B,prod-15751
8b1b3a2c-401c-4dc2-bd2b-2cff138ab55f,2024-07-09 20:31:01.000 Z,2024-09-09 21:17:49.338 Z,android-prod,false,false,false,false,"[
  {
    ""product_id"": ""prod-18292"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",c5acb622-f856-497e-ab5e-f11caa0da560,863df7b3-1a4c-4db4-aafd-1f5145c5e09a,8b1dc709-2c55-4fdf-a0d5-bd0256cd37b3,328,caesar salad,organic,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,logged-in,c4500208-0b31-41da-b59d-1d03b20ced2d,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,independent,,pickup,362.0,2024-08-05,17:00 - 17:30,,pcx-mode,Mobile,640.0,1136.0,1284,2400,1180.0,713.0,,,,,English,fr,CA,NL,Miramichi,N2L,53.5349,-113.5181,America/Edmonton,Model B,prod-18292
8ae22056-98a8-4f3b-a8f9-0e258db327d4,2024-07-17 17:35:57.000 Z,2024-09-09 22:58:00.732 Z,web-prod,false,true,true,true,"[
  {
    ""product_id"": ""prod-03817"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""3211ffbc-9aa0-4a91-a7cc-ba0578a8ee50"",
    ""atc_event_id"": ""a65b9bbd-1234-4860-9206-e572a433e210"",
    ""purchase_event_id"": ""b0cc8df0-027e-4ec6-b978-548d01b78d59""
  }
]",01ba6638-effa-46a7-9d07-870fcb7f6c2f,f6724633-cfbc-441a-a5fa-5a9676df474b,4b977fb7-0652-49d0-968a-6fc0de7a74eb,832,Patate,multi-search,manual-search,product,,,2024-07-31,,222.0,334.0,not-logged-in,f0cd262f-f351-4ba8-b2c9-e01fbc266ed9,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,fortinos,,pickup,1509.0,2024-07-27,17:00 - 17:30,,pcx-mode,Desktop,1640.0,1640.0,2732,2400,1423.0,713.0,,,,,en,en,US,NL,Laval,N4X,45.2722,-97.8220,America/Winnipeg,Model C,prod-03817
0d723678-d7d7-43a0-b89b-6a4331aa3edd,2024-03-04 20:53:46.000 Z,2024-09-09 16:06:38.236 Z,android-prod,false,true,false,false,"[
  {
    ""product_id"": ""prod-12687"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""9697e68d-b25f-4af5-bc28-27fe32e53c81"",
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",99e3690b-507a-4324-9362-cb2606500ad7,ad402f77-9620-403c-8d1f-b6b7f2c09dfa,d3688243-09a0-43c0-a268-0ec5187bb8a2,75,Icing sugar,multi-search,type-ahead,product,,,2024-07-31,,222.0,334.0,logged_in,4f238c3a-8c8c-4da3-8df5-f0505091011a,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,loblaw,,pickup,2826.0,2024-07-27,15:00 - 16:00,,pcx-mode,Desktop,1180.0,2532.0,2360,2048,1423.0,4838.0,,,,,en-CA,en,US,BKM,Beloeil,R3M,47.1942,-79.9143,America/Chicago,Model D,prod-12687
054ce124-743b-4cf8-b0c8-70ebc8650c08,2024-01-18 11:54:46.000 Z,2024-09-09 16:54:24.448 Z,android-prod,false,false,false,true,"[
  {
    ""product_id"": ""prod-04615"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": ""3e1d85be-33e7-49ed-993c-e14055bcd5bc""
  }
]",a19df20b-6f3a-44de-8e86-be5c6c49a892,22d660c3-1fcb-45f3-8a9a-43f4dba8c848,6f8d0e3e-14f0-4268-92a2-79d40d24fae4,7,Avocat,organic,type-ahead,product,,,2024-07-31,,222.0,334.0,not-logged-in,b43c36f3-2da6-405e-b334-12d69d91f57c,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,maxi,,delivery,1511.0,2024-08-03,11:00 - 11:30,,pcx-mode,Mobile,1620.0,2224.0,960,2360,1180.0,4838.0,,,,,en-GB,en,CA,MB,Trois-Rivières,T2J,45.4579,-79.4420,America/Edmonton,Model B,prod-04615
917850c0-faf1-4559-9908-b529bd82441b,2024-01-11 19:12:48.000 Z,2024-09-09 20:57:25.545 Z,web-prod,false,true,false,true,"[
  {
    ""product_id"": ""prod-06520"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""148d71d6-a4a0-4bda-a6c4-109e179a97d2"",
    ""atc_event_id"": null,
    ""purchase_event_id"": ""16fc974c-58bd-4d60-b1a9-3ac37d76a61b""
  }
]",815291e3-a936-4969-9086-9d80684aa7bd,a89c1b02-909c-4fda-b4b2-652b06a263ec,6e044dab-0bf2-4b04-91b3-0076ec1d4db3,107,Ginger beer,multi-search,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,not-logged-in,29602940-9d53-406f-a1eb-55b6f7ec862d,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,zehrs,,courier,1127.0,2024-08-03,14:00 - 15:00,,pcx-mode,Mobile,1180.0,2224.0,1080,2732,1423.0,4838.0,,,,,fr-CA,fr,CA,ON,London,K2J,46.5825,-75.5879,America/St_Johns,Model E,prod-06520
a12804d9-6de2-4fc5-ac56-56eaf56735e0,2024-09-02 04:06:36.000 Z,2024-09-09 12:11:26.820 Z,ios-prod,false,true,false,false,"[
  {
    ""product_id"": ""prod-12482"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""c06a9a5e-f0ab-4bce-a544-8abaa993b9d2"",
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,fa0d4f5e-fa54-468a-bbc0-fe5a16b96292,0a925d0c-aa92-44bc-8f9a-c9756367c0d3,1523,teriyaki sauce,organic,type-ahead,product,,,2024-07-31,,222.0,334.0,logged-in,37e37a95-884a-4877-aee9-67348541fa1b,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,loblaw,,courier,8901.0,2024-06-27,10:00 - 10:30,,pcx-mode,Desktop,1620.0,2224.0,2048,1180,1423.0,713.0,,,,,English,fr,CA,BKM,Moonstone,N3C,44.4006,-113.7775,America/Winnipeg,Model B,prod-12482
