INVENTORY_ID,REORDER_LEVEL,PRODUCT_ID,QUANTITY_IN_STOCK,WAREHOUSE_ID,RATING,STOCK_LEVEL,SALES_VOLUME,RESTOCK_DATE,WEIGHT,SUPPLIER_ID,DISCOUNTS,STORAGE_CONDITION,SAFETY_STOCK,INVENTORY_STATUS,AVERAGE_MONTHLY_DEMAND,LAST_AUDIT_DATE,LAST_RESTOCK_DATE,NEXT_RESTOCK_DATE
15706,70,prod-00845,2816,23,"2,221520646816470",2816,7177,2024-02-24,"28,224135663651900",98,"12,252845357241800",Frozen,39,backordered,267,2024-03-30 14:56:40.679 Z,2023-12-25,2024-04-26
17439,943,prod-00845,2221,3,"1,2553675561498900",2221,9785,2024-10-27,"33,42703567153910",13,"11,09684760430530",Temperature Controlled,392,backordered,487,2024-07-22 14:56:40.710 Z,2024-07-25,2024-12-29
17479,180,prod-00845,3494,36,"1,9547802799975200",3494,9933,2024-04-01,"45,68699196783040",40,"20,940297736616300",Ambient,401,in-stock,260,2024-05-25 14:56:40.710 Z,2023-10-12,2024-06-12
17896,508,prod-00845,1296,13,"3,8227325559298000",1296,1675,2024-07-11,"29,79305889034350",52,"12,451825497832300",Temperature Controlled,189,in-stock,11,2024-07-25 14:56:40.714 Z,2024-03-19,2024-09-27
18677,178,prod-00845,1976,25,"1,4514039828043900",1976,5773,2024-01-03,"43,309634815814300",41,"28,95464841497950",Frozen,440,backordered,117,2024-07-15 14:56:40.721 Z,2023-11-28,2024-03-22
19548,314,prod-00845,304,50,"2,449647375120710",304,7404,2024-07-04,"15,867745015313800",5,"10,62422571398280",Ambient,272,in-stock,204,2024-03-23 14:56:40.734 Z,2024-02-26,2024-08-14
13,889,prod-00741,594,8,"4,415825554764190",594,6914,2024-04-14,"30,04636791985130",24,"13,400076162396800",Frozen,449,backordered,648,2024-05-21 14:56:40.567 Z,2023-12-11,2024-06-24
378,81,prod-00741,907,34,"4,791096244999990",907,1568,2024-02-28,"6,464904356496080",92,"13,160119861547100",Frozen,268,backordered,389,2024-03-17 14:56:40.569 Z,2023-11-15,2024-04-25
2721,421,prod-00741,2828,6,"4,7600725016485900",2828,5828,2024-02-28,"11,357215108668000",24,"3,4978488223245100",Frozen,303,backordered,848,2024-06-13 14:56:40.581 Z,2023-12-04,2024-04-13
2833,584,prod-00741,3738,46,"4,8908319117860400",3738,7013,2024-02-29,"41,29655371693770",21,"14,78140071901520",Frozen,350,in-stock,959,2024-04-14 14:56:40.582 Z,2023-10-27,2024-05-26
4185,813,prod-00741,7,21,"3,860945412867690",7,6183,2024-01-29,"28,298886002865300",63,"21,698549331529400",Temperature Controlled,310,in-stock,592,2024-03-10 14:56:40.589 Z,2023-11-05,2024-03-04
4774,94,prod-00741,2349,46,"1,1793671774566500",2349,4332,2024-02-19,"39,00654995606830",23,"27,361497342495900",Temperature Controlled,54,backordered,488,2024-03-02 14:56:40.593 Z,2023-09-06,2024-05-13
5114,977,prod-00741,432,20,"4,014651205568530",432,9065,2024-06-14,"19,93303819851470",8,"22,053152277375800",Ambient,78,in-stock,468,2024-03-12 14:56:40.595 Z,2024-04-02,2024-09-05
7559,924,prod-00741,3584,39,"2,430514666575490",3584,3177,2024-03-12,"39,75263926892900",61,"14,768382163827000",Ambient,86,backordered,792,2024-07-12 14:56:40.620 Z,2023-12-19,2024-05-28
8470,277,prod-00741,234,19,"2,7513411506539000",234,9684,2024-01-30,"42,70940902387520",79,"23,408988741414600",Ambient,36,backordered,998,2024-04-27 14:56:40.628 Z,2023-08-18,2024-03-17
8699,112,prod-00741,872,14,"2,5236871023676900",872,4234,2024-04-06,"18,73149443121790",69,"27,73655698651990",Ambient,209,in-stock,149,2024-04-28 14:56:40.630 Z,2023-12-15,2024-05-22
9395,422,prod-00741,299,11,"4,253820624650970",299,6869,2024-12-03,"14,628611231974600",65,"6,312294720735030",Ambient,25,in-stock,146,2024-03-17 14:56:40.637 Z,2024-07-05,2025-02-16
12868,758,prod-00741,2717,8,"2,123874799252410",2717,4931,2024-04-22,"40,93233429057900",47,"14,855231094457000",Frozen,264,backordered,251,2024-03-26 14:56:40.663 Z,2024-03-22,2024-06-30
14065,800,prod-00741,4448,28,"1,5223661949608700",4448,5921,2024-07-29,"31,131410327680900",15,"2,573034466824740",Frozen,384,in-stock,441,2024-07-10 14:56:40.670 Z,2024-04-18,2024-08-29
14797,813,prod-00741,4605,43,"2,0135518154214200",4605,237,2024-04-07,"37,35713606901080",11,"18,875810625869900",Frozen,465,in-stock,100,2024-06-14 14:56:40.674 Z,2024-01-06,2024-07-04
15986,609,prod-00741,4052,35,"1,2693251802665300",4052,8211,2024-05-14,"0,8332276958280340",18,"27,780051639464600",Temperature Controlled,327,backordered,275,2024-05-08 14:56:40.681 Z,2023-11-29,2024-07-20
17369,846,prod-00741,1497,42,"4,373777543699200",1497,2765,2024-02-04,"25,47381386650220",74,"24,279887268189300",Ambient,253,backordered,589,2024-05-03 14:56:40.709 Z,2024-01-01,2024-03-26
17488,362,prod-00741,3090,25,"1,006944977517520",3090,1209,2024-03-02,"33,37721681971740",5,"17,513058895278600",Temperature Controlled,433,in-stock,597,2024-04-02 14:56:40.710 Z,2023-11-08,2024-05-10
19428,405,prod-00741,1928,27,"1,993904856744210",1928,8721,2024-07-23,"7,6913009395988200",24,"26,862243162725200",Temperature Controlled,446,backordered,761,2024-04-16 14:56:40.733 Z,2024-04-01,2024-09-02
19959,194,prod-00741,952,8,"1,1489535888870500",952,1943,2024-12-29,"5,146002220968340",77,"2,8344155675438900",Temperature Controlled,322,in-stock,550,2024-03-18 14:56:40.737 Z,2024-10-27,2025-01-29
19997,457,prod-00741,3023,17,"1,7131907736906400",3023,5430,2024-04-14,"9,065341635153460",20,"24,73955462398980",Temperature Controlled,70,in-stock,37,2024-06-09 14:56:40.737 Z,2023-11-25,2024-05-17
14,79,prod-00134,1134,27,"4,741807504482550",1134,8324,2024-01-19,"33,16559506273210",17,"7,323194067416830",Ambient,471,in-stock,39,2024-04-22 14:56:40.567 Z,2023-10-25,2024-03-18
1434,587,prod-00134,95,13,"2,7998775288562500",95,5422,2024-05-31,"45,68128672047910",31,"5,93791062507642",Ambient,330,backordered,257,2024-05-09 14:56:40.575 Z,2024-01-02,2024-07-26
5309,306,prod-00134,2101,31,"2,2891844558125900",2101,3201,2024-01-26,"21,21780343003230",90,"6,924351400497480",Temperature Controlled,317,backordered,850,2024-03-18 14:56:40.600 Z,2023-09-14,2024-03-22
6389,650,prod-00134,450,18,"2,1859574169866000",450,8323,2024-07-08,"46,99879946992870",32,"26,210370563611500",Temperature Controlled,230,in-stock,419,2024-06-01 14:56:40.609 Z,2024-05-01,2024-09-27
9459,629,prod-00134,1604,50,"1,7634721637265500",1604,7689,2024-01-24,"40,27086894509090",90,"22,819426861944200",Ambient,122,backordered,329,2024-05-24 14:56:40.637 Z,2023-10-06,2024-02-27
11700,562,prod-00134,3218,49,"4,0615652379216600",3218,1833,2024-10-19,"19,258717359816100",11,"23,133648777122500",Temperature Controlled,295,backordered,335,2024-08-05 14:56:40.656 Z,2024-07-18,2024-11-23
11738,458,prod-00134,1542,40,"1,4384988190619000",1542,7499,2024-07-22,"13,431763293350700",80,"22,955876973024200",Temperature Controlled,131,in-stock,998,2024-08-22 14:56:40.656 Z,2024-02-12,2024-08-24
12039,331,prod-00134,2904,33,"3,407269244181970",2904,9631,2024-07-28,"42,31839222128780",88,"21,01544902983020",Ambient,444,backordered,727,2024-08-20 14:56:40.658 Z,2024-06-20,2024-10-23
12672,612,prod-00134,4386,48,"3,722440820775190",4386,4654,2024-04-14,"29,345269122784200",15,"13,317431398819200",Ambient,448,backordered,126,2024-05-15 14:56:40.662 Z,2023-11-24,2024-06-08
13556,260,prod-00134,4869,44,"3,0482450185916500",4869,5915,2024-09-21,"32,99635286727020",56,"1,6081205107216300",Ambient,132,backordered,719,2024-04-26 14:56:40.667 Z,2024-08-06,2024-10-30
14160,927,prod-00134,4005,13,"1,7790818298002700",4005,9719,2024-05-27,"18,661928241724600",41,"15,710787505772100",Ambient,95,backordered,956,2024-03-21 14:56:40.670 Z,2024-03-16,2024-07-10
15491,268,prod-00134,1897,37,"3,3206433348619900",1897,6125,2024-12-10,"32,97371014012280",51,"7,055460375491340",Ambient,375,in-stock,680,2024-06-15 14:56:40.678 Z,2024-11-08,2025-01-28
16442,934,prod-00134,4562,40,"2,0641361060857100",4562,5017,2024-10-25,"45,785195058656900",19,"16,811346175156000",Temperature Controlled,256,backordered,35,2024-04-12 14:56:40.700 Z,2024-08-02,2024-12-09
16705,627,prod-00134,3421,42,"3,5534863859772200",3421,4941,2024-10-29,"30,78694507979850",80,"25,101274982964900",Frozen,83,in-stock,979,2024-04-25 14:56:40.703 Z,2024-07-21,2025-01-11
17358,797,prod-00134,4122,1,"3,181362710204360",4122,9904,2024-06-22,"9,411133123864040",31,"17,891460820143200",Temperature Controlled,418,in-stock,824,2024-03-04 14:56:40.709 Z,2024-04-27,2024-09-10
17931,235,prod-00134,1738,11,"2,77810099968465",1738,9829,2024-01-16,"45,15903098225850",17,"28,608732500682500",Ambient,398,backordered,324,2024-06-22 14:56:40.714 Z,2023-12-06,2024-03-23
18466,791,prod-00134,1005,28,"4,16128128539458",1005,2546,2024-05-20,"48,56760833196940",55,"8,945823774544720",Temperature Controlled,167,in-stock,822,2024-06-06 14:56:40.719 Z,2024-01-08,2024-07-02
15,835,prod-00420,3524,14,"4,612024389634090",3524,2542,2024-04-11,"35,98748114827970",19,"21,46642596045760",Temperature Controlled,296,backordered,289,2024-08-21 14:56:40.567 Z,2024-03-03,2024-07-08
599,889,prod-00420,4531,21,"1,7985355816342900",4531,1699,2024-08-06,"13,142858425617800",62,"23,386670730042900",Frozen,307,in-stock,602,2024-05-18 14:56:40.570 Z,2024-02-15,2024-09-21
946,615,prod-00420,658,5,"4,369390561467800",658,8028,2024-11-28,"49,905783593530100",81,"10,840538310989600",Temperature Controlled,110,in-stock,814,2024-03-15 14:56:40.572 Z,2024-10-12,2025-01-28
958,819,prod-00420,1547,13,"2,783416149695250",1547,7370,2024-11-01,"0,8042723234355340",2,"13,7340927865711",Ambient,28,in-stock,817,2024-04-20 14:56:40.572 Z,2024-05-23,2025-01-04
1601,677,prod-00420,3385,4,"2,319124924500240",3385,9708,2024-10-20,"30,78864991259060",81,"26,310953103540100",Frozen,25,backordered,290,2024-03-02 14:56:40.576 Z,2024-09-07,2024-12-27
3353,82,prod-00420,3388,36,"4,907677775233130",3388,5374,2024-05-03,"29,416394150949500",26,"12,062074611865500",Ambient,107,in-stock,925,2024-06-02 14:56:40.584 Z,2023-12-17,2024-07-28
3439,950,prod-00420,3699,33,"2,95035868146948",3699,247,2024-04-11,"47,958373716394000",3,"21,236290212582300",Temperature Controlled,274,backordered,941,2024-04-17 14:56:40.585 Z,2023-10-17,2024-05-26
5333,912,prod-00420,2937,7,"1,9827957344814900",2937,9306,2024-09-09,"14,754968511495900",32,"23,208563910352500",Temperature Controlled,32,in-stock,188,2024-07-12 14:56:40.600 Z,2024-04-10,2024-10-16
6107,189,prod-00420,4294,27,"1,6369635171915500",4294,386,2024-02-07,"30,19085876589950",84,"25,16245696419130",Ambient,148,backordered,962,2024-03-06 14:56:40.607 Z,2023-08-19,2024-04-03
6659,937,prod-00420,4350,17,"4,173109016960020",4350,5757,2024-06-10,"33,73979453211660",54,"0,7021353617300670",Frozen,90,in-stock,555,2024-05-17 14:56:40.612 Z,2023-12-14,2024-07-21
6778,194,prod-00420,591,30,"3,1109480679208200",591,1338,2024-10-22,"44,240348268067100",39,"24,983925821964300",Frozen,448,backordered,794,2024-08-02 14:56:40.613 Z,2024-07-09,2024-12-06
7235,106,prod-00420,3235,40,"2,9459092867864400",3235,6957,2024-05-14,"7,567290879361250",11,"5,915751382133350",Temperature Controlled,228,backordered,984,2024-05-07 14:56:40.617 Z,2024-02-21,2024-07-10
11068,519,prod-00420,295,22,"3,0569298521431400",295,2437,2024-10-21,"11,014487008051200",37,"5,4808531272786100",Temperature Controlled,208,backordered,432,2024-08-01 14:56:40.652 Z,2024-06-05,2024-12-23
13087,909,prod-00420,1609,43,"3,681972125185630",1609,8999,2024-08-04,"37,64917599250020",47,"7,012607940780610",Temperature Controlled,445,backordered,460,2024-04-22 14:56:40.664 Z,2024-07-03,2024-09-22
13955,261,prod-00420,644,36,"3,526332574114230",644,7007,2024-07-10,"27,220058137025100",36,"19,629791174436700",Ambient,301,in-stock,417,2024-07-08 14:56:40.669 Z,2024-05-19,2024-09-08
14907,133,prod-00420,3633,42,"3,2110787946007500",3633,6776,2024-04-07,"23,425904647467900",52,"8,962410706006970",Temperature Controlled,236,backordered,621,2024-03-27 14:56:40.675 Z,2024-01-24,2024-05-28
15021,815,prod-00420,1814,14,"2,560201675810090",1814,8020,2024-01-12,"26,270157988190500",18,"28,519301248637300",Frozen,294,in-stock,920,2024-04-04 14:56:40.675 Z,2023-08-08,2024-02-20
15907,161,prod-00420,1340,17,"3,799607070899800",1340,7219,2024-11-14,"27,06827806868130",71,"12,525631310037800",Ambient,441,in-stock,562,2024-06-23 14:56:40.681 Z,2024-07-03,2024-12-26
16545,660,prod-00420,3633,18,"4,332374570902690",3633,8917,2024-08-11,"22,891854979416700",18,"13,843193765652400",Ambient,234,backordered,521,2024-04-23 14:56:40.701 Z,2024-07-02,2024-10-20
16715,389,prod-00420,2363,50,"3,1124197606804600",2363,8662,2024-10-18,"0,7541135178481400",2,"18,655122277761600",Ambient,295,backordered,341,2024-08-25 14:56:40.703 Z,2024-06-17,2025-01-13
18566,291,prod-00420,1080,43,"4,167755979919030",1080,7964,2024-10-31,"7,284397347633980",11,"6,173981993446590",Temperature Controlled,57,in-stock,752,2024-06-03 14:56:40.720 Z,2024-07-11,2025-01-10
16,330,prod-00225,964,15,"3,253574640519880",964,8649,2024-12-03,"45,50730181328380",97,"26,126205437770300",Ambient,494,backordered,110,2024-05-11 14:56:40.567 Z,2024-08-23,2025-02-01
645,825,prod-00225,3004,4,"2,7611171204175800",3004,8374,2024-07-25,"34,563000390540000",15,"15,485356648476900",Ambient,78,backordered,284,2024-08-16 14:56:40.571 Z,2024-05-21,2024-09-20
1701,376,prod-00225,2463,8,"2,543237649167660",2463,2407,2024-05-30,"49,466916777404500",57,"3,6477963800208000",Ambient,22,in-stock,164,2024-05-10 14:56:40.576 Z,2024-01-28,2024-07-24
4023,422,prod-00225,3034,33,"3,441981795813770",3034,106,2024-05-30,"40,079569036143500",14,"2,6720241837922600",Temperature Controlled,131,backordered,586,2024-05-30 14:56:40.589 Z,2024-04-09,2024-07-14
4365,199,prod-00225,3334,5,"3,2415333635349600",3334,8162,2024-10-04,"4,78148322593397",98,"17,378164799319600",Frozen,228,in-stock,183,2024-04-18 14:56:40.590 Z,2024-08-05,2024-12-03
6016,414,prod-00225,3447,27,"1,045903622444750",3447,2551,2024-01-31,"33,89421024339810",65,"28,99279297632460",Frozen,320,in-stock,907,2024-07-10 14:56:40.606 Z,2023-08-16,2024-03-26
6543,73,prod-00225,3366,32,"2,392639178274660",3366,3585,2024-09-10,"26,19073068281650",55,"6,370626590289870",Ambient,403,in-stock,22,2024-03-01 14:56:40.611 Z,2024-03-16,2024-10-26
8345,420,prod-00225,581,39,"1,6447679884807900",581,7496,2024-09-28,"26,43932342931490",70,"27,959730733971100",Temperature Controlled,104,in-stock,805,2024-05-25 14:56:40.627 Z,2024-08-16,2024-12-05
8810,897,prod-00225,4809,9,"3,7713251570639300",4809,9698,2024-09-16,"30,98727800989840",33,"16,857694781735100",Frozen,258,backordered,287,2024-05-05 14:56:40.631 Z,2024-05-06,2024-11-16
9812,261,prod-00225,268,25,"3,2055305276069600",268,3444,2024-01-02,"35,153452114616000",57,"25,25376888759960",Ambient,76,in-stock,85,2024-06-21 14:56:40.641 Z,2023-08-27,2024-03-12
10567,914,prod-00225,1240,49,"2,3637579703088000",1240,4401,2024-08-01,"19,3268897013078",53,"22,000400452780900",Temperature Controlled,159,backordered,53,2024-05-26 14:56:40.648 Z,2024-02-17,2024-09-30
10627,932,prod-00225,3971,32,"3,828935147157600",3971,600,2024-01-23,"40,09721694170460",11,"17,660622714203800",Temperature Controlled,37,in-stock,274,2024-04-14 14:56:40.648 Z,2023-09-26,2024-03-24
11424,590,prod-00225,486,50,"1,1385873152947100",486,9238,2024-07-22,"44,53621749689150",24,"17,474473162559800",Temperature Controlled,235,backordered,663,2024-08-26 14:56:40.654 Z,2024-05-19,2024-10-01
12233,221,prod-00225,2412,27,"1,470650832808580",2412,6845,2024-01-14,"22,099179224731500",21,"18,724019248697300",Frozen,30,backordered,244,2024-06-25 14:56:40.659 Z,2023-11-11,2024-03-04
12399,292,prod-00225,3295,23,"2,293554958486840",3295,6383,2024-08-18,"4,212939866777670",43,"23,520761709997900",Ambient,490,in-stock,765,2024-07-23 14:56:40.660 Z,2024-06-03,2024-09-25
13304,91,prod-00225,1575,33,"1,1930836731868400",1575,833,2024-10-20,"13,934676859724300",90,"19,718421484818900",Frozen,498,in-stock,841,2024-07-05 14:56:40.665 Z,2024-07-30,2025-01-04
13672,548,prod-00225,1973,29,"2,3678584987332200",1973,3289,2024-08-29,"44,0328575750047",48,"2,1325530927376700",Temperature Controlled,278,backordered,757,2024-06-19 14:56:40.667 Z,2024-04-01,2024-10-14
14593,222,prod-00225,1469,20,"4,724903482981110",1469,4032,2024-09-25,"39,4030007950354",49,"3,819670793986480",Ambient,350,backordered,512,2024-08-13 14:56:40.673 Z,2024-04-08,2024-12-05
17809,592,prod-00225,1235,43,"1,8767191897777800",1235,1164,2024-06-20,"16,352038300344000",80,"25,216299701757300",Temperature Controlled,147,backordered,731,2024-06-24 14:56:40.713 Z,2024-03-29,2024-08-20
18182,347,prod-00225,538,22,"2,641835678232050",538,795,2024-11-18,"11,992385015499500",34,"1,0232398613495100",Ambient,446,backordered,579,2024-08-14 14:56:40.717 Z,2024-08-15,2024-12-21
19125,162,prod-00225,4432,36,"1,9570987993086500",4432,7452,2024-03-31,"37,12882195525230",13,"6,419205402236270",Temperature Controlled,404,in-stock,555,2024-05-29 14:56:40.725 Z,2023-11-21,2024-06-15
17,424,prod-00740,93,46,"2,533723465157400",93,7363,2024-10-15,"42,631636285352200",42,"29,781581302662200",Frozen,37,in-stock,449,2024-04-19 14:56:40.567 Z,2024-05-15,2024-12-24
2243,852,prod-00740,1390,7,"3,6808960796047300",1390,2221,2024-10-14,"13,586454184271400",87,"7,367820125578310",Frozen,275,backordered,466,2024-06-15 14:56:40.579 Z,2024-06-22,2024-11-14
2523,739,prod-00740,822,32,"2,9523957230971900",822,2663,2024-09-02,"11,04858279590130",5,"17,33493208963210",Temperature Controlled,156,in-stock,472,2024-05-13 14:56:40.580 Z,2024-05-11,2024-11-09
2912,549,prod-00740,374,45,"3,3312122494234000",374,369,2024-08-10,"17,581908624729600",23,"29,9466024998031",Frozen,164,backordered,804,2024-07-12 14:56:40.582 Z,2024-05-31,2024-10-02
3305,920,prod-00740,1393,39,"1,9294033975663000",1393,7113,2024-09-27,"16,76685934181630",93,"17,331325394087300",Temperature Controlled,487,in-stock,693,2024-04-29 14:56:40.584 Z,2024-06-03,2024-11-11
3568,497,prod-00740,38,36,"2,0492814512976600",38,1613,2024-01-21,"41,60659557126450",88,"10,449711106312800",Ambient,448,in-stock,718,2024-07-09 14:56:40.585 Z,2023-09-17,2024-03-25
5345,936,prod-00740,388,25,"4,073750362439660",388,8140,2024-11-21,"33,857749731207000",92,"11,414801067484000",Ambient,385,in-stock,235,2024-05-31 14:56:40.600 Z,2024-07-14,2025-01-16
5433,766,prod-00740,655,29,"1,4137923316738200",655,3259,2024-09-10,"47,09376295537590",47,"9,701937943843750",Ambient,163,in-stock,666,2024-08-10 14:56:40.601 Z,2024-06-02,2024-11-17
7652,836,prod-00740,333,37,"4,444155138005160",333,8824,2024-02-18,"12,075748031760600",86,"26,17782112080480",Ambient,48,in-stock,223,2024-08-04 14:56:40.621 Z,2023-09-03,2024-05-10
8297,274,prod-00740,3196,47,"3,34929120641823",3196,2386,2024-01-25,"35,91715076253090",75,"21,7803722808448",Temperature Controlled,202,backordered,303,2024-03-26 14:56:40.627 Z,2023-10-02,2024-03-19
8324,194,prod-00740,4339,50,"1,8806317124255900",4339,7525,2024-05-09,"5,043477068067070",7,"11,309260676278000",Temperature Controlled,398,backordered,305,2024-07-29 14:56:40.627 Z,2024-02-21,2024-07-18
9926,662,prod-00740,3318,7,"4,214913719526490",3318,3526,2024-03-12,"8,379636825500830",4,"1,1116303011547700",Ambient,242,in-stock,17,2024-08-18 14:56:40.642 Z,2024-02-01,2024-05-25
11652,598,prod-00740,4883,38,"2,8126979857632300",4883,3372,2024-08-10,"12,472254017011400",62,"9,85110578230832",Ambient,288,backordered,489,2024-07-29 14:56:40.656 Z,2024-03-20,2024-10-24
11740,731,prod-00740,2331,41,"1,1128179720583700",2331,8383,2024-06-04,"16,399953238940700",28,"5,915031070616010",Frozen,72,in-stock,741,2024-03-22 14:56:40.656 Z,2024-05-05,2024-07-22
12712,546,prod-00740,4273,29,"1,1179697440938500",4273,1952,2024-12-13,"34,66503880482370",30,"26,48710698766920",Ambient,49,backordered,322,2024-03-16 14:56:40.662 Z,2024-10-27,2025-02-03
13144,509,prod-00740,2583,9,"3,867764038250020",2583,7612,2024-05-11,"25,741204104741200",10,"29,764285615891200",Temperature Controlled,107,in-stock,30,2024-08-17 14:56:40.665 Z,2024-03-18,2024-08-01
13290,594,prod-00740,4623,25,"2,9311214834676300",4623,9370,2024-08-07,"28,16466662387380",35,"4,495649826071880",Frozen,410,in-stock,613,2024-05-24 14:56:40.665 Z,2024-02-19,2024-10-29
13486,161,prod-00740,1367,7,"2,177085022351230",1367,8785,2024-11-16,"22,215131731813200",44,"29,680056182209800",Frozen,448,backordered,385,2024-05-15 14:56:40.666 Z,2024-08-25,2025-02-11
14137,332,prod-00740,1734,11,"1,1415051938385800",1734,5869,2024-03-11,"45,53286299854250",17,"14,48872984867820",Ambient,76,in-stock,662,2024-06-15 14:56:40.670 Z,2023-11-21,2024-05-12
14170,339,prod-00740,4707,16,"3,4721821586455200",4707,5469,2024-03-03,"22,833810716372700",10,"21,615950621923100",Temperature Controlled,258,backordered,143,2024-04-08 14:56:40.670 Z,2023-10-08,2024-05-12
15633,124,prod-00740,2934,41,"2,8705323878249100",2934,4798,2024-06-20,"44,251351025953100",53,"27,810694871910900",Ambient,466,in-stock,456,2024-03-03 14:56:40.679 Z,2024-02-11,2024-08-06
17014,754,prod-00740,3353,21,"4,791657347685080",3353,7285,2024-07-11,"29,667777694324000",2,"9,208086234007180",Frozen,458,in-stock,969,2024-08-03 14:56:40.706 Z,2024-02-10,2024-09-08
19214,369,prod-00740,4156,46,"3,509956870178560",4156,760,2024-12-22,"11,30068364880880",87,"25,805777691891000",Temperature Controlled,24,backordered,980,2024-08-08 14:56:40.732 Z,2024-09-17,2025-02-21
19535,493,prod-00740,3014,33,"3,9203701361578300",3014,8702,2024-12-24,"37,69050106958950",39,"2,4919733019986600",Frozen,144,in-stock,623,2024-07-18 14:56:40.734 Z,2024-07-02,2025-02-03
18,945,prod-00929,2676,1,"4,773807346669160",2676,7663,2024-11-05,"13,742549641758300",23,"10,506146611605400",Temperature Controlled,65,backordered,991,2024-04-05 14:56:40.567 Z,2024-08-11,2024-12-15
821,725,prod-00929,1471,4,"2,025449324667280",1471,4675,2024-09-04,"46,36462234776260",33,"21,62107669731830",Ambient,261,in-stock,503,2024-05-09 14:56:40.572 Z,2024-03-10,2024-11-20
1086,626,prod-00929,760,27,"3,5222299990405400",760,9512,2024-02-08,"37,800137200607500",65,"3,6848463038548900",Frozen,146,backordered,150,2024-07-25 14:56:40.573 Z,2023-11-30,2024-04-26
1192,430,prod-00929,3215,39,"2,0077189077437300",3215,4929,2024-11-01,"15,816862538424300",58,"8,858502864160310",Temperature Controlled,281,backordered,668,2024-03-22 14:56:40.574 Z,2024-05-06,2024-12-27
2096,908,prod-00929,21,4,"1,3212420592700500",21,9968,2024-07-24,"45,32746553361110",56,"23,347096235045500",Ambient,147,backordered,278,2024-03-29 14:56:40.578 Z,2024-05-31,2024-10-01
2747,446,prod-00929,4691,39,"2,3751995101166800",4691,9947,2024-01-07,"45,99071555413760",71,"26,425756554570600",Temperature Controlled,275,backordered,278,2024-04-08 14:56:40.581 Z,2023-09-13,2024-02-07
2877,629,prod-00929,2792,46,"2,0410807598573700",2792,2114,2024-10-17,"35,33189414428770",94,"0,38460793621677500",Ambient,229,backordered,991,2024-05-05 14:56:40.582 Z,2024-08-22,2024-11-20
3162,775,prod-00929,3023,6,"4,003962091757940",3023,5748,2024-09-30,"31,228882647832100",1,"20,51667586982830",Ambient,284,in-stock,137,2024-07-11 14:56:40.584 Z,2024-08-07,2024-11-30
3394,750,prod-00929,2556,21,"1,6265631350334700",2556,5242,2024-06-14,"1,038832148924700",59,"25,81808510696850",Frozen,354,in-stock,412,2024-07-31 14:56:40.585 Z,2024-02-11,2024-09-06
4839,683,prod-00929,1799,36,"2,917422550580720",1799,1860,2024-12-20,"23,2768102409906",4,"17,603866104147100",Ambient,184,backordered,506,2024-08-02 14:56:40.593 Z,2024-07-18,2025-03-19
4901,539,prod-00929,3400,50,"2,133186204924190",3400,1390,2024-02-17,"16,73019851115770",23,"7,9496117133610300",Ambient,135,in-stock,570,2024-04-14 14:56:40.593 Z,2023-12-22,2024-04-09
5277,330,prod-00929,3507,35,"1,04277369524032",3507,3933,2024-06-11,"24,214014080928500",84,"29,950658189831300",Ambient,247,backordered,129,2024-03-14 14:56:40.595 Z,2024-05-05,2024-07-11
5578,339,prod-00929,3217,44,"2,194562781054260",3217,3995,2024-02-05,"11,109591000500700",80,"0,2016215827603410",Frozen,282,backordered,954,2024-04-21 14:56:40.602 Z,2023-10-16,2024-04-04
5746,849,prod-00929,3056,31,"2,6769654789794700",3056,9303,2024-11-12,"11,715473411392800",66,"6,747591013002810",Frozen,338,in-stock,222,2024-03-09 14:56:40.604 Z,2024-07-10,2025-01-08
5873,263,prod-00929,4263,22,"1,7662136638796300",4263,295,2024-11-15,"31,567967548704300",23,"3,2030772166859300",Temperature Controlled,443,backordered,382,2024-04-07 14:56:40.605 Z,2024-08-31,2025-01-19
6314,182,prod-00929,1615,33,"1,0068589679191300",1615,2511,2024-06-08,"47,723920033542800",16,"1,9632480980566600",Frozen,76,in-stock,742,2024-05-13 14:56:40.609 Z,2024-02-03,2024-07-27
6379,804,prod-00929,1463,45,"2,5738258626212000",1463,8383,2024-05-05,"18,4365035320228",88,"6,890105398104560",Ambient,133,in-stock,94,2024-03-17 14:56:40.609 Z,2024-03-02,2024-06-22
7078,451,prod-00929,1424,50,"1,0653413985356700",1424,5330,2024-05-23,"49,6512559108807",90,"25,13417425309080",Ambient,72,backordered,615,2024-04-21 14:56:40.616 Z,2024-01-20,2024-07-14
7441,463,prod-00929,1992,8,"1,61297571632878",1992,5594,2024-11-01,"17,445618128083300",51,"9,804305213819850",Temperature Controlled,268,in-stock,306,2024-05-12 14:56:40.619 Z,2024-06-17,2024-12-23
7478,514,prod-00929,2647,50,"3,6555798435008200",2647,6380,2024-05-26,"29,79590865101160",87,"5,684578646063740",Frozen,464,in-stock,948,2024-03-20 14:56:40.620 Z,2024-02-01,2024-08-10
7806,715,prod-00929,1165,15,"3,536334091718110",1165,4529,2024-01-26,"17,289048446363200",73,"16,192907319481000",Temperature Controlled,471,backordered,387,2024-07-10 14:56:40.622 Z,2023-11-12,2024-04-10
7850,507,prod-00929,20,27,"3,5577595082462100",20,9778,2024-11-25,"2,216884698962540",64,"18,300701207460800",Frozen,84,in-stock,35,2024-03-05 14:56:40.623 Z,2024-07-03,2025-01-25
