SEARCH_EVENT_ID,SESSION_ID,JOURNEY_ID,CART_ID,SEARCH_TERMS,SEARCH_RESULTS,SEARCH_TYPE,TIMESTAMP
78d233af-7c5b-4080-9928-28b8be8fa71d,a5a3f05e-61c0-4a3c-9806-e346f78c26c1,9f778ede-6420-425e-a213-b044454bfe63_1722523664148,c47a5713-a5d9-4440-b2fc-388767fd556c,Waffles,12,product:grocery,2024-06-29 09:39:19.000000 UTC
4218869f-b352-4ae5-acce-3834aa2a881e,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,19946b7e-8b0d-42c6-8a9b-b0c0efea9dc0,49c8240d-89a7-48d7-86f3-ef2a645cfad7,Pepsi diet,52,product:grocery,2024-03-16 23:41:14.000000 UTC
961468b9-34fa-4cbc-a6b3-89040c690a12,5a6fcc09-c161-418b-bdf4-0612f2a8662b,19946b7e-8b0d-42c6-8a9b-b0c0efea9dc0,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,Round steak,37,product:grocery,2024-07-11 18:54:01.000000 UTC
025b75b2-2013-4fc9-a582-cc3dc279ce3c,863df7b3-1a4c-4db4-aafd-1f5145c5e09a,afcce6af-132b-4c4a-a380-b70919ff2501,6e96598b-6117-4be8-8667-6c5940a82959,Weiner wraps,631,product:grocery,2024-04-02 14:02:44.000000 UTC
27d1e6e0-8a49-41a8-ad27-935c14bf9479,8b6080b6-2c36-4c02-a181-79133473dc77,d3c42b4a-3e85-4e76-aee2-e999941c5620,976a107b-4a2c-485d-864d-df9a70d2272b,butter chicken cooking sauce,15,product:grocery,2024-03-01 11:25:25.000000 UTC
025b75b2-2013-4fc9-a582-cc3dc279ce3c,22d660c3-1fcb-45f3-8a9a-43f4dba8c848,83f9e6a2-c61a-4600-b4f9-38356c0adcce_1721832921712,a1f5db51-994f-4b5a-84f5-27d3a4481943,Tide,89,product:grocery,2024-07-10 18:24:09.000000 UTC
99410849-a564-4f32-a907-ed181e293c67,4920a186-3ed8-4a5d-b98c-33d67898f3d4,8deaed6c-de1c-4554-89ea-9958a74e2af1_1722430565110,01ba6638-effa-46a7-9d07-870fcb7f6c2f,Naturally imperfect,87,product:grocery,2024-01-08 09:37:12.000000 UTC
7150f7dc-273e-4d09-92da-19861cea8300,405991ab-8a3f-44ed-9e45-ab8987657671,23c72808-5646-4efe-b70a-cca3644c47ab,d37aff26-ae3a-4d93-8832-b2e15571478e,Icing sugar,122,product:grocery,2024-06-30 20:20:59.000000 UTC
4693048e-13ee-4d60-804a-66e97a254446,230a405e-7d14-4241-998e-96e344f4eb1d,83f9e6a2-c61a-4600-b4f9-38356c0adcce_1721832921712,e4315ba9-c5ac-4f14-b141-55cb920f0e84_1722477942085,Bisto,13,product:grocery,2024-06-05 22:58:09.000000 UTC
2cfcf37b-2643-4631-b4d1-2059e67cbadc,e178620a-d236-4c28-a8d3-7764c5e87bf8,68fc7296-1279-45e0-85c5-42b8da37dbf5,0bd8ce4a-515d-48e7-856f-6586e64de816,Turkey,1521,product:grocery,2024-08-12 00:53:21.000000 UTC
51f5c999-ab93-4572-9d0e-0512cb589f9d,b758e756-e7cf-4968-8b86-23260875f7ec,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,Mini potatoes,34,product:grocery,2024-06-03 15:39:08.000000 UTC
230f348f-fc09-49c3-b02c-04623ee35bf8,a89c1b02-909c-4fda-b4b2-652b06a263ec,a5129c37-5e0b-4311-84ea-25771562ad2c,194901e4-bf80-4f15-8b37-544e4192412e_1722512817375,Basse,36,product,2024-03-18 20:26:17.000000 UTC
99410849-a564-4f32-a907-ed181e293c67,a1e7c694-2880-4bfa-b8c7-38b0052cdb9b,9cdb3404-602e-41b6-ba3d-f57efae79883,188c572a-2a19-43ae-8a80-a00847001a33,pinto beans,75,product:grocery,2024-08-14 02:15:53.000000 UTC
03ff513a-0fb9-4ba5-8337-58b2f7bf4386,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,e3555c40-fa6f-4fb9-8393-675349b0e791,6360813f-2e21-4c25-8233-3af018dc5142,Cornpop,576,product,2024-07-09 13:06:56.000000 UTC
5ed341d1-a627-479e-9c8b-0bcda24a4051,31b5acc3-372b-4c1f-94a0-fce11641468f,01ba6638-effa-46a7-9d07-870fcb7f6c2f,b82b00aa-1fd0-4b9b-a98a-8bf53e8e909e,821138006814,65,product:grocery,2024-07-30 13:26:00.000000 UTC
5620c5aa-8760-4a11-812a-6d0c0a62f6ae,f3108559-928b-4be5-844e-7c6a89c711f6,29c65442-cf37-4983-9bd6-3423d7f3fa7b,1aeafd06-40ae-4fcd-bbe5-87c675cadaef,Kashi,33,product:grocery,2024-01-03 23:26:48.000000 UTC
ddc37039-fd2f-48e4-983d-c0554823bbb7,c068ada8-4501-4a20-9775-1355ac6b1939,e6112791-d0dd-43e7-9cfd-f72567a85eef,23c72808-5646-4efe-b70a-cca3644c47ab,kefir,129,product:grocery,2024-03-22 09:01:42.000000 UTC
1a473a4e-37b3-4c73-817c-a207d56000fc,85bf4dea-9568-4996-b345-4f08e4cf2cab,99e3690b-507a-4324-9362-cb2606500ad7,c5525b5d-f48b-45ce-8f60-8f238680286e,caesar salad,19,product:grocery,2024-08-04 08:54:20.000000 UTC
99410849-a564-4f32-a907-ed181e293c67,a9dd018c-9f24-4fb5-accd-756f39ea2e10,43ec5eea-168c-4a69-8137-3b5702cd77c5_1719446935614,19ec4962-7474-4829-ab01-424831f403bd_1721342120149,Lactose free ice cream,31,product,2024-04-25 18:04:13.000000 UTC
51f5c999-ab93-4572-9d0e-0512cb589f9d,7c559a48-8308-4fc5-b7ed-d8d3ff49b207,2d254be9-2a5d-46bd-a434-888a51810aee,01ba6638-effa-46a7-9d07-870fcb7f6c2f,Fudge,1623,product:grocery,2024-06-07 12:07:43.000000 UTC
3b79b168-4978-4ea0-be67-7001efae0c0f,5a6fcc09-c161-418b-bdf4-0612f2a8662b,8fbcba15-5184-4575-bbd7-7b7b574db3f6,652efae4-609e-4eee-bd92-838dea7f52a6,Lays,38,product:grocery,2024-04-05 11:11:27.000000 UTC
d69e068c-98a2-4691-aad0-09d87c24041c,67f59e27-eb3c-4561-a885-86c855aaf0fe,693df3c9-70a7-4af8-b20f-21a2d6f54a10_1722322025678,0bba95f6-5765-41ed-83f9-0b4c93260ae6_1717697399587,Simply oran,1482,product,2024-08-23 18:02:14.000000 UTC
c95365ef-eafb-4133-b816-a9c8313aae17,11707656-e6f3-44c7-83ea-5c1d2f5d44ad,afe3caf0-ff7d-4a77-9c64-986e5a93d89c_1721998722840,afcce6af-132b-4c4a-a380-b70919ff2501,KFC,104,product:grocery,2024-04-10 10:17:32.000000 UTC
31d68172-bb1b-4587-b94d-0fb65349ba6a,4920a186-3ed8-4a5d-b98c-33d67898f3d4,10d9be76-674c-4cc0-8aa3-2193734a96f9_1722535780701,19ec4962-7474-4829-ab01-424831f403bd_1721342120149,Old cheddar,1,product:grocery,2024-03-06 10:41:31.000000 UTC
99410849-a564-4f32-a907-ed181e293c67,d6cd55f5-672b-4425-be68-e193098f0bc9,511e00a8-2168-4119-abfc-0b27f155c4fb,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,pure raspberry jam,1482,product,2024-08-14 15:42:46.000000 UTC
230f348f-fc09-49c3-b02c-04623ee35bf8,2cafff91-cfd8-41f4-8879-96b825e3ee74,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,e6112791-d0dd-43e7-9cfd-f72567a85eef,Fudge,884,product,2024-01-21 13:30:25.000000 UTC
4693048e-13ee-4d60-804a-66e97a254446,76f07daf-b85a-4bd1-9b28-bbc001264b7f,f0bf53a1-bc0c-490f-9b60-1cf2270e772e,9568edbd-bdb5-4f56-92f7-2214627a506c,Ginger beer,129,product:grocery,2024-08-05 20:15:46.000000 UTC
c7f97e7c-bc12-4e81-9915-635e759246b0,d2c91882-b635-4bab-bc1f-81f2776eebfe,f3ce9c47-5f25-462d-b21c-54d6db49f140,19ec4962-7474-4829-ab01-424831f403bd_1721342120149,Fairlife,1523,product:grocery,2024-05-11 05:10:42.000000 UTC
d69e068c-98a2-4691-aad0-09d87c24041c,bc1ad653-14fc-4a1f-8a35-e46d88324904,80811b28-1b3d-486d-87ee-ab53633eeb86,83f9e6a2-c61a-4600-b4f9-38356c0adcce_1721832921712,teriyaki sauce,9,product:grocery,2024-03-26 18:14:38.000000 UTC
73432253-96e7-4390-b87c-004acdcefc09,31b5acc3-372b-4c1f-94a0-fce11641468f,d3c42b4a-3e85-4e76-aee2-e999941c5620,470dc540-f9ee-4c98-86ba-08cd714e629e,pure raspberry jam,87,product:grocery,2024-06-02 01:00:16.000000 UTC
3b79b168-4978-4ea0-be67-7001efae0c0f,a9dd018c-9f24-4fb5-accd-756f39ea2e10,29c65442-cf37-4983-9bd6-3423d7f3fa7b,a1f5db51-994f-4b5a-84f5-27d3a4481943,Iogo,5,product,2024-02-28 16:55:45.000000 UTC
4693048e-13ee-4d60-804a-66e97a254446,4dcf6735-b387-418e-b382-a0fc0047abdb,714336f6-8feb-48bd-942e-b7938b2745c6,83f9e6a2-c61a-4600-b4f9-38356c0adcce_1721832921712,Spinach,884,product:grocery,2024-08-25 22:38:15.000000 UTC
11c3f49c-551d-4880-9c73-c4791eec205e,6794ec49-ed01-4051-b7de-546ad5e3b89d,c47a5713-a5d9-4440-b2fc-388767fd556c,815291e3-a936-4969-9086-9d80684aa7bd,Old cheddar,89,product:grocery,2024-07-06 05:35:04.000000 UTC
f35d3b5d-350f-4815-82fc-eab07c6214fc,f185e24e-c661-4bfe-b8c2-9f3ecc4d7203,68df02bf-39c9-49e6-888a-45357bfbd64e_1722533735617,20e6f540-0adf-47ac-9a23-f5aad05e498a,butter chicken cooking sauce,21,product:grocery,2024-08-01 01:19:52.000000 UTC
d69e068c-98a2-4691-aad0-09d87c24041c,62a4d473-dac1-4ec5-b289-347357df3369,d37aff26-ae3a-4d93-8832-b2e15571478e,07dc90e5-3c3f-41cf-8315-58a8a07d5209_1722463545830,tonic water,48,product:grocery,2024-05-19 11:47:39.000000 UTC
0c34097e-27ee-4af8-809f-29150a1d54dd,fc74a897-0514-4eae-b1ec-cd73cd9bcb4e,c47a5713-a5d9-4440-b2fc-388767fd556c,194901e4-bf80-4f15-8b37-544e4192412e_1722512817375,Round steak,802,product:grocery,2024-04-17 06:48:27.000000 UTC
5398fcfd-f451-468f-8485-b98b0ac44ac2,b758e756-e7cf-4968-8b86-23260875f7ec,511e00a8-2168-4119-abfc-0b27f155c4fb,906086da-4feb-4bb5-8b8e-04ebffe696ec,Sprite Zero,368,product:grocery,2024-04-15 21:35:35.000000 UTC
4ae0d519-7f52-42e0-a466-b91b814c68de,95d6051e-a47e-416f-8994-086a7ba8b53a,6e96598b-6117-4be8-8667-6c5940a82959,c4da4cbe-fd53-4e65-84f6-b63e8c239282,"nordica cottage cheese, 2%",52,product:grocery,2024-07-05 06:56:38.000000 UTC
ccbcd0b4-7afb-44c9-bd1f-e7124e15d553,523aa686-2455-4883-81ea-305fa57d8b31,f2f2a59a-33a6-4c40-bd2e-fa7f524fc262_1721513043128,0bba95f6-5765-41ed-83f9-0b4c93260ae6_1717697399587,Kashi,1521,product:grocery,2024-07-05 21:43:27.000000 UTC
f35d3b5d-350f-4815-82fc-eab07c6214fc,4dcf6735-b387-418e-b382-a0fc0047abdb,bda82ed3-eede-4367-b10f-e6b388d69469,a35fff40-be29-43cc-a8c5-5449fb502d3c_1722465030212,Veggie crispy minis,103,product,2024-05-10 00:16:34.000000 UTC
f1ca1b11-350d-4aff-997d-1d96874476e3,4f3d6c30-3ab3-4fe2-9a05-212127fd0f57,20799e13-0e2a-43f5-856f-a29ff8d4c972,418157da-b0b1-4d8a-b57e-12631780e5e0,Shredded carrots,11,product,2024-01-28 07:16:16.000000 UTC
a7e040a2-85ba-4f1d-b485-fbb8f4ceb249,230a405e-7d14-4241-998e-96e344f4eb1d,c47a5713-a5d9-4440-b2fc-388767fd556c,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,821138006814,18,product:grocery,2024-08-08 18:40:29.000000 UTC
5c767c4a-19c7-46f0-8c9a-ecc063aab64e,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,80811b28-1b3d-486d-87ee-ab53633eeb86,56bcf7fe-1dfc-46a9-8122-e9506cb40a0e,schneider pepperoni,65,product,2024-01-15 10:43:59.000000 UTC
a7e040a2-85ba-4f1d-b485-fbb8f4ceb249,82f1e282-9e6d-4f97-9be7-df3c6a5db27f,f3ce9c47-5f25-462d-b21c-54d6db49f140,853139fa-7392-4bc6-b2d2-5a9333846a6c_1722525666975,coleslaw dressing,55,product:grocery,2024-03-20 13:53:07.000000 UTC
6c6a839f-f10c-428d-86f8-b7a2278694f7,11707656-e6f3-44c7-83ea-5c1d2f5d44ad,f166167f-1fa9-44d6-9b52-d64772135f63_1722526702072,390fcc7b-4c41-4abc-b3e9-4627152bde3c,oasis,779,product,2024-03-13 14:30:37.000000 UTC
3b79b168-4978-4ea0-be67-7001efae0c0f,c55b8553-a8fd-432d-8634-fca2e2bf17c1,f2f2a59a-33a6-4c40-bd2e-fa7f524fc262_1721513043128,906086da-4feb-4bb5-8b8e-04ebffe696ec,Tylenol arthritis,21,product,2024-01-07 03:47:31.000000 UTC
4a14d306-fb19-4a10-9e91-72971a6f0648,4958334a-f0f7-40fc-a1ed-cddde45376ba,fed0ae30-7ae2-484f-af69-58639950a791,652efae4-609e-4eee-bd92-838dea7f52a6,Red onion,34,product,2024-03-17 17:44:25.000000 UTC
f0ecc78d-2433-4472-8d6e-3cb34552b383,78348552-546e-4c5c-9974-07ceba0dcecc,976a107b-4a2c-485d-864d-df9a70d2272b,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,Chia seeds,328,product:grocery,2024-03-01 11:03:29.000000 UTC
f5eec80c-5496-4557-bd9f-fa27b0e53bea,95d6051e-a47e-416f-8994-086a7ba8b53a,99e3690b-507a-4324-9362-cb2606500ad7,acf1afc5-da49-4759-99fa-a464e64a60c7,mini choclate chip,365,product:grocery,2024-08-09 22:17:35.000000 UTC
41a1ae93-44f9-4de1-97d1-884e2ce27e4b,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,906086da-4feb-4bb5-8b8e-04ebffe696ec,a1f5db51-994f-4b5a-84f5-27d3a4481943,Iogo,9,product,2024-02-19 13:23:45.000000 UTC
52e9c2ac-4584-4251-b0ce-24cb12a428c7,d8a95406-1023-447c-a199-efda15dbb6a6,afe3caf0-ff7d-4a77-9c64-986e5a93d89c_1721998722840,afcce6af-132b-4c4a-a380-b70919ff2501,Waffles,631,product:grocery,2024-03-09 22:22:09.000000 UTC
961468b9-34fa-4cbc-a6b3-89040c690a12,c6ffdf03-c618-4599-8a64-2b0f63a2fe36,56bcf7fe-1dfc-46a9-8122-e9506cb40a0e,f3ce9c47-5f25-462d-b21c-54d6db49f140,Waffles,40,product,2024-04-24 05:53:05.000000 UTC
59dde0b0-2c64-470b-9f94-bad4b867f3fc,08473f04-b406-42a0-9484-95e21a3e97cf,20e6f540-0adf-47ac-9a23-f5aad05e498a,d37aff26-ae3a-4d93-8832-b2e15571478e,fresh fruits,362,product,2024-03-07 04:05:46.000000 UTC
5796b3eb-6afb-4390-85c3-9e6e16bdf7a2,78348552-546e-4c5c-9974-07ceba0dcecc,43ec5eea-168c-4a69-8137-3b5702cd77c5_1719446935614,a5129c37-5e0b-4311-84ea-25771562ad2c,sensodyne,11,product:grocery,2024-05-18 05:30:01.000000 UTC
5c767c4a-19c7-46f0-8c9a-ecc063aab64e,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,5fdb4aae-dce1-4200-999d-31b492621dab,9f778ede-6420-425e-a213-b044454bfe63_1722523664148,chili powder,4,product,2024-03-02 19:30:23.000000 UTC
856c1a53-1e41-46bd-9532-84e7dac24f72,e481c236-58f6-4747-9890-ce4305e265db,9f778ede-6420-425e-a213-b044454bfe63_1722523664148,99e3690b-507a-4324-9362-cb2606500ad7,dairy cheese,2574,product,2024-06-01 10:02:10.000000 UTC
a9349d1c-3939-405e-a71f-b7f6fc4aec9e,77f6aa4f-58d4-4bbf-ad77-192c88faa984,d37aff26-ae3a-4d93-8832-b2e15571478e,976a107b-4a2c-485d-864d-df9a70d2272b,Milk skim,37,product:grocery,2024-02-20 09:06:34.000000 UTC
012dde67-80e5-41fd-84ab-aca7f922e881,ba708106-c2af-417c-80e2-7cf84aaf9bb1,afcce6af-132b-4c4a-a380-b70919ff2501,e3555c40-fa6f-4fb9-8393-675349b0e791,linguine,7,product,2024-04-16 16:55:52.000000 UTC
5620c5aa-8760-4a11-812a-6d0c0a62f6ae,4f3d6c30-3ab3-4fe2-9a05-212127fd0f57,f0bf53a1-bc0c-490f-9b60-1cf2270e772e,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,Basse,164,product:grocery,2024-08-01 00:09:33.000000 UTC
856c1a53-1e41-46bd-9532-84e7dac24f72,fe31c7c1-0353-4351-a1df-a466ba15bb1d,90a79dee-c934-4e10-a2c9-a2d9d64bc38b_1721930000820,fed0ae30-7ae2-484f-af69-58639950a791,821138006814,94,product:grocery,2024-05-02 02:26:30.000000 UTC
4a8343ce-be2f-4bd0-80c1-7383fee8d35e,405991ab-8a3f-44ed-9e45-ab8987657671,e6112791-d0dd-43e7-9cfd-f72567a85eef,91f5517c-b429-4e50-bb9e-a1b81130fcca,Iams urinary,238,product,2024-01-18 02:15:16.000000 UTC
165cab58-cd09-454c-90d7-bc146f08d8a8,6a6ec50f-eca8-4cc4-a7d8-26dc075eaade,d3c42b4a-3e85-4e76-aee2-e999941c5620,418157da-b0b1-4d8a-b57e-12631780e5e0,crayola,1523,product,2024-05-27 11:35:07.000000 UTC
e9c88c1e-d5f1-4b5a-927a-73a139a5b076,1b201027-e096-4d74-80b8-9cd6414a49cf,6ee35f84-aaf8-45de-a1b8-fafe6af692d2,1aeafd06-40ae-4fcd-bbe5-87c675cadaef,Waffles,32,product:grocery,2024-03-21 06:57:45.000000 UTC
52e9c2ac-4584-4251-b0ce-24cb12a428c7,e481c236-58f6-4747-9890-ce4305e265db,0bba95f6-5765-41ed-83f9-0b4c93260ae6_1717697399587,3142dedd-3f1f-4d27-b0d1-95f3d7c04afa,Tide,13,product:grocery,2024-01-18 08:41:32.000000 UTC
4a14d306-fb19-4a10-9e91-72971a6f0648,ab572422-4285-4cde-9f5f-9558d405de6e,68fc7296-1279-45e0-85c5-42b8da37dbf5,6ee35f84-aaf8-45de-a1b8-fafe6af692d2,mayonnaise,238,product,2024-07-29 20:05:14.000000 UTC
d28a9d1e-cd1e-448b-8cac-8f08f5d6b75f,50aa6bc3-c098-4576-b9fb-2c6de119f86a,c5525b5d-f48b-45ce-8f60-8f238680286e,906086da-4feb-4bb5-8b8e-04ebffe696ec,watermelon,52,product:grocery,2024-05-22 05:30:05.000000 UTC
80e0c985-a21f-4ef0-a4d2-432c9ef8e1c1,405991ab-8a3f-44ed-9e45-ab8987657671,5fdb4aae-dce1-4200-999d-31b492621dab,9568edbd-bdb5-4f56-92f7-2214627a506c,bbq sauce hickory,2574,product,2024-06-02 17:35:17.000000 UTC
27d1e6e0-8a49-41a8-ad27-935c14bf9479,9eff122a-e77d-4e30-a0db-e90716f7ede5,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,b82b00aa-1fd0-4b9b-a98a-8bf53e8e909e,Bisto,4,product,2024-04-20 00:51:25.000000 UTC
f1ca1b11-350d-4aff-997d-1d96874476e3,a9dd018c-9f24-4fb5-accd-756f39ea2e10,652efae4-609e-4eee-bd92-838dea7f52a6,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,Wraps,35,product:grocery,2024-08-06 02:31:52.000000 UTC
79dc9361-c0d2-41df-b34b-cc3a73c1b1ab,5e8533ad-cd8c-491c-97bc-9f2863814c8d,976a107b-4a2c-485d-864d-df9a70d2272b,01ba6638-effa-46a7-9d07-870fcb7f6c2f,butter chicken cooking sauce,107,product,2024-02-09 10:32:27.000000 UTC
11c3f49c-551d-4880-9c73-c4791eec205e,a7007967-f221-480f-8d69-8b7076c95ff8,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,Red peppers,779,product,2024-03-17 21:30:30.000000 UTC
012dde67-80e5-41fd-84ab-aca7f922e881,9c04592a-3577-41ac-a6dd-055afc63f5a6,470dc540-f9ee-4c98-86ba-08cd714e629e,e4315ba9-c5ac-4f14-b141-55cb920f0e84_1722477942085,Lactose free ice cream,1,product,2024-02-26 10:31:12.000000 UTC
43092c91-84fc-4844-85a3-8925a834536d,78348552-546e-4c5c-9974-07ceba0dcecc,652efae4-609e-4eee-bd92-838dea7f52a6,619e2f56-13e5-4d43-83c6-acb6ebf0ed0a,Black diamond cheese,238,product:grocery,2024-06-29 08:40:12.000000 UTC
4218869f-b352-4ae5-acce-3834aa2a881e,d8a95406-1023-447c-a199-efda15dbb6a6,f166167f-1fa9-44d6-9b52-d64772135f63_1722526702072,91942d63-c73d-48c6-a277-b0a01cf2ccc3,Old cheddar,320,product,2024-07-23 13:47:13.000000 UTC
8833fc8e-549b-4deb-8f23-e111f77677e4,b4ff1275-7b6d-4458-ab24-c55d7a54e11b,19946b7e-8b0d-42c6-8a9b-b0c0efea9dc0,194901e4-bf80-4f15-8b37-544e4192412e_1722512817375,Icing sugar,1523,product:grocery,2024-05-14 04:37:21.000000 UTC
ccbcd0b4-7afb-44c9-bd1f-e7124e15d553,82f1e282-9e6d-4f97-9be7-df3c6a5db27f,9f778ede-6420-425e-a213-b044454bfe63_1722523664148,d57f58c8-e41d-4ee6-ba7e-063eabfd3b09,Icing sugar,19,product,2024-08-25 10:41:10.000000 UTC
1306c919-32a9-4c2a-b45d-9033d63d3b45,35e7e0bf-0db4-4617-992b-76a7fe8073e5,d37aff26-ae3a-4d93-8832-b2e15571478e,390fcc7b-4c41-4abc-b3e9-4627152bde3c,Hamburger,69,product:grocery,2024-04-16 14:38:15.000000 UTC
7798c014-40e4-4cbe-a3e1-2c71995ad1e8,c55b8553-a8fd-432d-8634-fca2e2bf17c1,f3ce9c47-5f25-462d-b21c-54d6db49f140,07dc90e5-3c3f-41cf-8315-58a8a07d5209_1722463545830,Strip loin,129,product,2024-06-01 21:23:17.000000 UTC
4ae0d519-7f52-42e0-a466-b91b814c68de,3abd0c4f-cae9-40a2-81e8-2498bba04fab,c5525b5d-f48b-45ce-8f60-8f238680286e,693df3c9-70a7-4af8-b20f-21a2d6f54a10_1722322025678,Shredded carrots,576,product,2024-04-11 15:04:24.000000 UTC
41a1ae93-44f9-4de1-97d1-884e2ce27e4b,527dcb85-8bc2-4da5-b6c2-2c68f671df63,ee0299b3-434b-4137-ba54-770fa9c39c80,652efae4-609e-4eee-bd92-838dea7f52a6,crayola,365,product:grocery,2024-01-02 12:24:58.000000 UTC
c7f97e7c-bc12-4e81-9915-635e759246b0,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,906086da-4feb-4bb5-8b8e-04ebffe696ec,00a73943-2170-4414-8011-2dde32acad03,Water,362,product:grocery,2024-02-12 23:11:27.000000 UTC
5c767c4a-19c7-46f0-8c9a-ecc063aab64e,c6ffdf03-c618-4599-8a64-2b0f63a2fe36,1aeafd06-40ae-4fcd-bbe5-87c675cadaef,a1f5db51-994f-4b5a-84f5-27d3a4481943,binders,84,product,2024-06-10 20:40:07.000000 UTC
3c7279cc-19d7-4992-9ae5-25012944f53c,6662aae0-39ea-4c59-b71d-50542e3ac82b,815291e3-a936-4969-9086-9d80684aa7bd,3225e78b-ddcb-4c96-8b5d-86311fd407c9,Fresh vegetables,54,product:grocery,2024-08-15 22:12:10.000000 UTC
03ff513a-0fb9-4ba5-8337-58b2f7bf4386,564ffab5-fe55-4c83-98ca-248b506cbaa5,ed959ea0-4599-468a-8052-2e7e10cdeac0_1722422817856,8fbcba15-5184-4575-bbd7-7b7b574db3f6,Toothbrush electric,54,product:grocery,2024-04-03 11:05:31.000000 UTC
3c7279cc-19d7-4992-9ae5-25012944f53c,2143afcc-a87d-46de-bdd4-3f7187403e65,d3c42b4a-3e85-4e76-aee2-e999941c5620,e3555c40-fa6f-4fb9-8393-675349b0e791,"cheddar cheese bagel, 6 pack",1521,product:grocery,2024-06-05 19:54:18.000000 UTC
ccbcd0b4-7afb-44c9-bd1f-e7124e15d553,f6724633-cfbc-441a-a5fa-5a9676df474b,a1f5db51-994f-4b5a-84f5-27d3a4481943,fed0ae30-7ae2-484f-af69-58639950a791,Weiner wraps,779,product,2024-04-02 01:38:18.000000 UTC
961468b9-34fa-4cbc-a6b3-89040c690a12,e481c236-58f6-4747-9890-ce4305e265db,fc5394ec-8eb3-4a64-b2b4-3522d794994b,c5acb622-f856-497e-ab5e-f11caa0da560,Seaweed,58,product,2024-07-04 10:47:58.000000 UTC
b3cc11d4-5da2-4e00-8da6-db5ac9ca1079,8eaa96bb-a29c-446a-8653-44692727c1d6,a858a2c9-4135-4159-8452-948064781866_1722176173289,acf1afc5-da49-4759-99fa-a464e64a60c7,teriyaki sauce,22,product:grocery,2024-07-06 13:47:10.000000 UTC
28037ecf-40b4-45b6-a351-b7adf490406c,6662aae0-39ea-4c59-b71d-50542e3ac82b,22178259-0e4e-4420-84e0-dbdec2c6efa4,56bcf7fe-1dfc-46a9-8122-e9506cb40a0e,Puff pastry,254,product:grocery,2024-05-29 21:16:23.000000 UTC
52e9c2ac-4584-4251-b0ce-24cb12a428c7,d6cd55f5-672b-4425-be68-e193098f0bc9,68fc7296-1279-45e0-85c5-42b8da37dbf5,ee0299b3-434b-4137-ba54-770fa9c39c80,Iams urinary,107,product:grocery,2024-07-19 18:45:13.000000 UTC
49d340a0-c12b-4f84-8ac0-ed06724773bc,b758e756-e7cf-4968-8b86-23260875f7ec,20799e13-0e2a-43f5-856f-a29ff8d4c972,619e2f56-13e5-4d43-83c6-acb6ebf0ed0a,coleslaw dressing,1623,product:grocery,2024-03-06 01:17:07.000000 UTC
43092c91-84fc-4844-85a3-8925a834536d,5a6fcc09-c161-418b-bdf4-0612f2a8662b,20e6f540-0adf-47ac-9a23-f5aad05e498a,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,Baby spinach,34,product:grocery,2024-07-14 00:28:46.000000 UTC
025b75b2-2013-4fc9-a582-cc3dc279ce3c,c6ffdf03-c618-4599-8a64-2b0f63a2fe36,652efae4-609e-4eee-bd92-838dea7f52a6,f3ce9c47-5f25-462d-b21c-54d6db49f140,Tylenol arthritis,35,product,2024-02-01 09:15:29.000000 UTC
27d1e6e0-8a49-41a8-ad27-935c14bf9479,1b201027-e096-4d74-80b8-9cd6414a49cf,bda82ed3-eede-4367-b10f-e6b388d69469,f166167f-1fa9-44d6-9b52-d64772135f63_1722526702072,Backbacon,65,product:grocery,2024-03-21 23:25:07.000000 UTC
b3cc11d4-5da2-4e00-8da6-db5ac9ca1079,85bf4dea-9568-4996-b345-4f08e4cf2cab,d57f58c8-e41d-4ee6-ba7e-063eabfd3b09,9568edbd-bdb5-4f56-92f7-2214627a506c,Weiner wraps,34,product,2024-08-27 01:40:35.000000 UTC
9bd8d09e-433c-4b8b-aa30-5fd68d4104bf,ad402f77-9620-403c-8d1f-b6b7f2c09dfa,00a73943-2170-4414-8011-2dde32acad03,e3555c40-fa6f-4fb9-8393-675349b0e791,Toothbrush electric,75,product,2024-02-13 03:00:06.000000 UTC
